	log_likelihood
6067	271.46918
6068	245.75215
6069	266.2287
6070	315.5014
6071	286.07086
6072	138.06804
6073	304.9797
6074	291.4018
6075	283.52313
6076	301.86005
6077	262.24103
6078	248.97226
6079	248.30444
6080	294.70975
6081	311.4063
6082	290.26123
6083	250.25546
6084	317.5996
6085	195.2131
6086	314.7227
6087	279.0017
6088	313.6624
6089	236.86101
6090	313.94507
6091	312.21127
6092	292.0183
6093	310.95645
6094	304.14233
6095	106.690285
6096	248.43391
6097	308.09506
6098	164.64294
6099	260.16727
6100	293.6762
6101	259.87817
6102	263.315
6103	319.55362
6104	292.97995
6105	306.03052
6106	254.31038
6107	323.0647
6108	286.64786
6109	293.58365
6110	151.55605
6111	164.84773
6112	256.60318
6113	302.63232
6114	239.8665
6115	300.2085
6116	248.64998
6117	128.32164
6118	240.31099
6119	263.61252
6120	316.9747
6121	282.3718
6122	190.87642
6123	302.38422
6124	293.89136
6125	322.91724
6126	245.64201
6127	134.85689
6128	299.9428
6129	303.03622
6130	296.51904
6131	292.05093
6132	306.08368
6133	300.15198
6134	199.75308
6135	306.05124
6136	155.22078
6137	247.95016
6138	210.3212
6139	285.58096
6140	271.3286
6141	272.07782
6142	303.5972
6143	303.4179
6144	269.47983
6145	293.68576
6146	299.8509
6147	266.24176
6148	148.10104
6149	138.11606
6150	220.7751
6151	254.6029
6152	270.17252
6153	266.1293
6154	155.71233
6155	302.88593
6156	262.7579
6157	294.88535
6158	323.3453
6159	233.99039
6160	235.75784
6161	307.9992
6162	211.16284
6163	275.19336
6164	287.11078
6165	206.33273
6166	300.52008
6167	241.14767
6168	213.65369
6169	299.65268
6170	297.73145
6171	277.2755
6172	284.05984
6173	235.16727
6174	239.36372
6175	287.0123
6176	244.8637
6177	316.55008
6178	243.8739
6179	300.50272
6180	188.00154
6181	233.48592
6182	273.14417
6183	261.97394
6184	294.4529
6185	271.43726
6186	244.67024
6187	279.40952
6188	283.47522
6189	291.19952
6190	219.15579
6191	313.6712
6192	312.71637
6193	219.91562
6194	306.13303
6195	222.07463
6196	155.07916
6197	307.4179
6198	249.60083
6199	319.96088
6200	290.3758
6201	172.97585
6202	287.6449
6203	298.16177
6204	308.8255
6205	187.79012
6206	228.31023
6207	283.95538
6208	287.1597
6209	185.30742
6210	292.14673
6211	256.8957
6212	295.0193
6213	287.48334
6214	298.01025
6215	258.97458
6216	287.95145
6217	279.7085
6218	290.36954
6219	279.888
6220	309.06378
6221	207.98257
6222	211.17537
6223	279.3649
6224	306.07953
6225	288.7286
6226	310.14294
6227	318.5743
6228	312.84073
6229	308.36786
6230	318.41675
6231	174.80263
6232	289.35748
6233	313.09015
6234	288.3996
6235	253.99236
6236	162.24037
6237	220.08337
6238	305.77582
6239	310.4507
6240	288.73254
6241	251.26765
6242	298.96466
6243	184.16953
6244	152.09117
6245	235.85783
6246	185.3797
6247	307.08197
6248	121.395325
6249	312.76395
6250	270.86664
6251	281.1925
6252	263.0497
6253	258.28595
6254	309.00934
6255	287.54575
6256	301.8953
6257	187.64
6258	220.95108
6259	255.99129
6260	293.81073
6261	285.94196
6262	318.11517
6263	279.31915
6264	330.87817
6265	306.44894
6266	281.382
6267	71.26398
6268	288.66107
6269	308.1404
6270	265.52594
6271	309.7863
6272	307.4908
6273	300.09894
6274	282.60294
6275	128.73038
6276	258.34454
6277	306.26398
6278	84.59584
6279	263.3376
6280	256.9227
6281	260.6447
6282	279.44785
6283	252.4708
6284	242.49886
6285	300.0923
6286	272.04135
6287	282.10626
6288	308.4001
6289	294.22723
6290	276.1583
6291	164.66475
6292	307.2123
6293	262.42593
6294	268.1026
6295	109.00981
6296	339.42752
6297	287.703
6298	242.33911
6299	284.86295
6300	319.38956
6301	313.64722
6302	165.56747
6303	216.0383
6304	303.4813
6305	309.76245
6306	285.94177
6307	237.40157
6308	265.8152
6309	261.73053
6310	273.59628
6311	265.01523
6312	269.58276
6313	234.08096
6314	241.87515
6315	321.11053
6316	255.26704
6317	316.5582
6318	266.02615
6319	241.85092
6320	244.67459
6321	294.76642
6322	288.9804
6323	300.59598
6324	301.18915
6325	304.7014
6326	289.51953
6327	246.9299
6328	299.38483
6329	295.20612
6330	244.4825
6331	297.5136
6332	335.8266
6333	267.9162
6334	311.8586
6335	263.56427
6336	279.9958
6337	252.9758
6338	180.41666
6339	319.9354
6340	262.16016
6341	272.43658
6342	282.02222
6343	306.44043
6344	278.5987
6345	295.2315
6346	298.32666
6347	301.38644
6348	285.3462
6349	243.0085
6350	230.8981
6351	203.88766
6352	254.59586
6353	317.89716
6354	255.33035
6355	242.40384
6356	236.8754
6357	239.21465
6358	312.0092
6359	291.35712
6360	307.4164
6361	178.21538
6362	307.308
6363	307.5785
6364	277.55093
6365	311.79904
6366	258.48785
6367	305.61737
6368	97.530685
6369	283.2054
6370	207.3519
6371	257.53708
6372	306.99942
6373	306.175
6374	278.82684
6375	304.22284
6376	211.59183
6377	316.8454
6378	269.7049
6379	300.0001
6380	309.38483
6381	266.69833
6382	235.7983
6383	260.01166
6384	273.95697
6385	288.18918
6386	297.68533
6387	264.03265
6388	199.39326
6389	288.43292
6390	193.03201
6391	134.17007
6392	317.33472
6393	295.6501
6394	305.5391
6395	269.6036
6396	274.9134
6397	178.77734
6398	286.83136
6399	295.0393
6400	121.91997
6401	290.32285
6402	296.78873
6403	222.39888
6404	287.41736
6405	255.80774
6406	299.0043
6407	294.2975
6408	127.30202
6409	89.29802
6410	309.54187
6411	307.26953
6412	286.99
6413	273.13376
6414	294.2602
6415	285.34552
6416	274.96603
6417	264.45233
6418	-0.5161821
6419	275.55875
6420	248.69797
6421	238.275
6422	213.85733
6423	262.50067
6424	281.5766
6425	301.85663
6426	301.57675
6427	260.63596
6428	286.56787
6429	222.88657
6430	47.462994
6431	288.08893
6432	296.61725
6433	235.99393
6434	218.55042
6435	308.42978
6436	231.65723
6437	311.66077
6438	179.75694
6439	267.302
6440	287.97113
6441	284.96112
6442	310.63672
6443	316.42822
6444	234.47539
6445	277.639
6446	77.757195
6447	311.2896
6448	227.62808
6449	166.68309
6450	244.17363
6451	246.28398
6452	269.9451
6453	202.04463
6454	269.16638
6455	224.14743
6456	296.33807
6457	307.99384
6458	205.99702
6459	243.28606
6460	299.30142
6461	301.5716
6462	215.97278
6463	141.92159
6464	255.11128
6465	309.40338
6466	261.50327
6467	312.75928
6468	292.74405
6469	303.51834
6470	235.3901
6471	280.4897
6472	204.27463
6473	278.37677
6474	254.40706
6475	125.285446
6476	117.891495
6477	300.30807
6478	281.58566
6479	122.176315
6480	290.7018
6481	272.669
6482	293.30826
6483	297.84088
6484	285.22247
6485	333.12338
6486	275.98758
6487	339.66266
6488	341.48248
6489	261.91104
6490	331.8589
6491	300.6094
6492	307.61713
6493	332.01865
6494	329.61752
6495	341.09146
6496	329.29263
6497	335.5879
6498	329.06735
6499	329.18304
6500	289.38318
6501	284.4781
6502	322.16342
6503	310.13483
6504	332.295
6505	315.06122
6506	288.01544
6507	254.09128
6508	325.67374
6509	300.95258
6510	300.58
6511	329.15826
6512	309.06903
6513	267.90366
6514	337.98343
6515	295.74643
6516	356.76306
6517	328.66388
6518	326.1484
6519	272.66153
6520	335.0752
6521	297.919
6522	317.3154
6523	303.91858
6524	265.76715
6525	310.18756
6526	325.875
6527	312.38193
6528	197.65764
6529	319.22852
6530	338.11685
6531	323.09457
6532	294.60486
6533	325.56625
6534	329.95157
6535	272.5745
6536	340.34094
6537	337.61948
6538	239.72034
6539	304.00232
6540	303.4594
6541	254.18916
6542	319.00436
6543	305.9417
6544	325.53937
6545	289.26877
6546	277.78275
6547	331.65225
6548	313.07904
6549	281.8454
6550	318.01117
6551	308.05606
6552	303.33087
6553	255.50284
6554	308.75577
6555	232.72954
6556	220.95035
6557	324.60587
6558	193.85057
6559	311.37872
6560	319.38788
6561	286.50903
6562	333.70123
6563	318.3959
6564	321.09308
6565	327.77475
6566	173.7156
6567	282.6769
6568	312.5299
6569	287.52963
6570	197.61461
6571	308.41476
6572	324.04208
6573	346.7465
6574	275.11847
6575	303.00565
6576	318.21317
6577	325.14624
6578	259.82135
6579	300.25897
6580	254.18652
6581	335.97833
6582	337.12042
6583	336.80103
6584	307.04358
6585	155.22578
6586	340.95404
6587	331.30255
6588	316.74863
6589	55.618103
6590	327.96506
6591	166.48987
6592	166.43814
6593	269.37155
6594	299.20767
6595	319.1333
6596	236.77698
6597	332.6376
6598	337.62604
6599	347.71307
6600	316.9751
6601	297.08966
6602	285.43723
6603	325.8593
6604	259.47183
6605	277.20496
6606	300.40558
6607	301.4359
6608	318.32404
6609	318.16937
6610	308.33572
6611	281.125
6612	252.28873
6613	299.28876
6614	304.6277
6615	143.72395
6616	197.42015
6617	316.06
6618	310.42084
6619	315.79315
6620	324.13507
6621	324.08975
6622	312.82187
6623	328.92676
6624	331.8213
6625	274.72565
6626	334.9283
6627	248.746
6628	300.7858
6629	308.33734
6630	318.39777
6631	302.64658
6632	336.59525
6633	310.8392
6634	292.74274
6635	331.06055
6636	321.67667
6637	319.75842
6638	322.98016
6639	328.0402
6640	278.34726
6641	222.03667
6642	313.01294
6643	331.29996
6644	278.849
6645	297.22845
6646	233.19266
6647	298.46396
6648	307.34488
6649	303.2785
6650	289.22223
6651	334.77533
6652	323.99405
6653	331.73163
6654	251.17155
6655	291.39734
6656	280.96347
6657	308.82623
6658	276.6042
6659	305.28333
6660	318.8979
6661	318.59897
6662	331.65356
6663	287.01776
6664	323.01932
6665	272.7923
6666	308.99838
6667	198.18672
6668	340.7797
6669	342.1678
6670	310.35675
6671	301.54257
6672	323.50772
6673	211.72424
6674	310.45148
6675	196.56548
6676	223.91235
6677	295.66397
6678	288.79282
6679	327.05243
6680	320.80414
6681	318.85474
6682	313.8501
6683	317.47333
6684	290.726
6685	330.7204
6686	316.6245
6687	267.36407
6688	276.23196
6689	317.20496
6690	318.8044
6691	302.73822
6692	297.90683
6693	305.34308
6694	303.16156
6695	305.34155
6696	313.8333
6697	338.2657
6698	299.26007
6699	280.5441
6700	330.40775
6701	316.84064
6702	321.9855
6703	327.92267
6704	270.27618
6705	320.2382
6706	327.2069
6707	313.86926
6708	325.78244
6709	225.64119
6710	219.41641
6711	276.29086
6712	217.79448
6713	328.2853
6714	330.1007
6715	265.37308
6716	287.85
6717	254.88535
6718	328.39145
6719	324.772
6720	289.2256
6721	309.43262
6722	284.70343
6723	308.06534
6724	331.15594
6725	253.68576
6726	335.94427
6727	286.16953
6728	311.16656
6729	309.24637
6730	323.18634
6731	321.8941
6732	313.29526
6733	326.77628
6734	286.85883
6735	217.29146
6736	293.9975
6737	334.4956
6738	289.88266
6739	291.94012
6740	284.97495
6741	327.9358
6742	297.38037
6743	275.09457
6744	290.49622
6745	248.3355
6746	324.8935
6747	315.013
6748	296.98657
6749	334.35382
6750	330.96597
6751	329.96347
6752	222.43095
6753	330.55502
6754	316.69318
6755	321.1457
6756	315.34286
6757	301.09113
6758	259.446
6759	251.89351
6760	296.58136
6761	327.28073
6762	322.28854
6763	286.9969
6764	297.02954
6765	281.26636
6766	298.7688
6767	304.0764
6768	306.99905
6769	306.16327
6770	337.79572
6771	311.24078
6772	322.66577
6773	322.40192
6774	330.73956
6775	336.27185
6776	294.83853
6777	336.5614
6778	278.1663
6779	287.24115
6780	308.02582
6781	330.08286
6782	324.596
6783	331.0745
6784	330.41864
6785	87.67841
6786	303.1092
6787	317.17474
6788	312.41168
6789	275.23315
6790	255.02434
6791	204.54257
6792	313.63422
6793	319.72266
6794	328.71246
6795	326.50043
6796	280.76788
6797	269.95645
6798	283.2041
6799	325.33057
6800	229.64905
6801	314.97906
6802	287.14127
6803	335.3121
6804	149.91599
6805	235.80933
6806	267.87833
6807	213.42761
6808	327.8831
6809	312.9503
6810	326.05246
6811	334.5531
6812	292.64935
6813	228.57397
6814	297.05594
6815	277.77667
6816	171.3181
6817	296.81982
6818	298.669
6819	300.82492
6820	274.4367
6821	265.72992
6822	291.63055
6823	338.68964
6824	329.28586
6825	194.70374
6826	321.61447
6827	273.965
6828	265.7376
6829	294.21893
6830	296.1452
6831	298.64642
6832	266.3727
6833	303.1289
6834	280.12164
6835	314.12518
6836	285.10147
6837	220.84737
6838	331.47318
6839	292.28662
6840	309.66022
6841	268.97104
6842	269.67987
6843	294.8261
6844	294.58493
6845	324.82574
6846	310.7905
6847	245.6429
6848	308.49457
6849	312.41473
6850	331.18826
6851	231.5953
6852	319.00598
6853	293.5681
6854	327.4805
6855	291.06512
6856	335.73077
6857	285.81158
6858	226.48116
6859	323.74008
6860	313.13174
6861	325.5811
6862	337.17987
6863	139.6149
6864	300.67804
6865	266.80322
6866	216.53069
6867	317.3329
6868	320.12067
6869	272.94135
6870	299.2591
6871	287.4659
6872	292.17447
6873	312.23965
6874	283.08942
6875	249.21846
6876	292.78494
6877	322.31168
6878	320.9499
6879	202.21536
6880	317.1399
6881	286.0371
6882	190.34334
6883	282.6633
6884	317.5954
6885	206.37997
6886	294.50705
6887	309.52164
6888	314.46472
6889	300.5734
6890	248.93652
6891	304.9727
6892	299.47107
6893	220.7655
6894	259.356
6895	315.7851
6896	309.2664
6897	340.57928
6898	230.56161
6899	261.59552
6900	313.0974
6901	286.2434
6902	304.31348
6903	335.81744
6904	181.21976
6905	212.40877
6906	313.90878
6907	287.7898
6908	314.4752
6909	308.1027
6910	281.31085
6911	313.97012
6912	293.45114
6913	307.11426
6914	313.37332
6915	299.28372
6916	334.43185
6917	273.7946
6918	318.8293
6919	325.37747
6920	322.4104
6921	274.24896
6922	318.63306
6923	303.7281
6924	297.35907
6925	330.39706
6926	314.91132
6927	304.18442
6928	330.93457
6929	296.92834
6930	313.85016
6931	318.25433
6932	265.20306
6933	331.2418
6934	340.07962
6935	260.35822
6936	315.30276
6937	306.03317
6938	279.95554
6939	330.60797
6940	325.64102
6941	303.96918
6942	267.71686
6943	323.73907
6944	321.1337
6945	321.45938
6946	211.45305
6947	323.0386
6948	328.3464
6949	320.94287
6950	329.31427
6951	328.99283
6952	322.57013
6953	311.88058
6954	314.53506
6955	183.90027
6956	288.1451
6957	299.4441
6958	293.37726
6959	316.22272
6960	310.56848
6961	295.29318
6962	294.58636
6963	308.88214
6964	280.16278
6965	323.89014
6966	328.37103
6967	311.46378
6968	297.6585
6969	321.62222
6970	315.58536
6971	336.90408
6972	238.43399
6973	222.05533
6974	323.34497
6975	290.4795
6976	145.978
6977	284.51813
6978	295.68542
6979	207.96782
6980	274.7363
6981	252.58194
6982	228.61528
6983	334.51846
6984	295.2768
6985	325.61353
6986	285.93512
6987	288.43228
6988	326.72455
6989	321.7781
6990	308.81668
6991	278.81793
6992	284.5879
6993	195.02621
6994	262.26288
6995	324.31
6996	307.4316
6997	311.45712
6998	305.22647
6999	304.04926
7000	335.24225
7001	249.79117
7002	336.16644
7003	298.36017
7004	327.4697
7005	312.07758
7006	260.45825
7007	212.74089
7008	293.74713
7009	316.8142
7010	324.92194
7011	333.52844
7012	302.11353
7013	289.81393
7014	319.16388
7015	299.5315
7016	206.32162
7017	286.76334
7018	312.2075
7019	314.67035
7020	299.86987
7021	305.0639
7022	201.7908
7023	265.0064
7024	298.14618
7025	240.67813
7026	321.2043
7027	311.38754
7028	300.2272
7029	332.6233
7030	325.80737
7031	339.27478
7032	323.64447
7033	306.61838
7034	326.99417
7035	327.7183
7036	308.33765
7037	271.48108
7038	324.4568
7039	298.13812
7040	327.79492
7041	271.1076
7042	307.96924
7043	294.5407
7044	282.46063
7045	284.786
7046	292.57486
7047	281.9866
7048	231.49417
7049	267.6983
7050	214.49971
7051	280.88257
7052	272.8824
7053	307.70868
7054	309.47705
7055	319.66425
7056	321.8505
7057	319.90164
7058	298.71515
7059	263.94614
7060	280.60327
7061	314.1291
7062	278.25833
7063	322.22006
7064	312.9349
7065	306.3989
7066	230.51712
7067	327.65512
7068	308.46625
7069	325.5711
7070	274.44794
7071	318.58942
7072	302.18552
7073	297.04575
7074	231.89197
7075	243.08247
7076	234.50418
7077	328.2153
7078	231.51633
7079	254.1427
7080	318.2099
7081	286.98657
7082	320.3287
7083	277.3867
7084	311.50772
7085	304.68057
7086	291.80798
7087	304.59308
7088	226.76453
7089	294.63364
7090	291.14993
7091	324.73013
7092	207.14934
7093	246.55777
7094	322.5136
7095	330.1832
7096	324.80457
7097	291.10086
7098	295.53326
7099	319.8592
7100	310.5592
7101	196.56729
7102	312.41278
7103	331.6924
7104	250.34663
7105	334.88495
7106	180.01904
7107	346.20184
7108	234.1207
7109	289.13275
7110	314.95847
7111	315.47092
7112	91.90066
7113	247.35086
7114	293.08893
7115	302.43976
7116	322.52374
7117	259.9826
7118	323.92297
7119	324.3117
7120	330.74902
7121	179.61777
7122	301.31787
7123	312.92847
7124	309.16376
7125	330.37573
7126	321.12888
7127	311.57526
7128	296.58044
7129	331.44888
7130	212.76779
7131	325.84244
7132	307.10236
7133	329.90588
7134	261.17084
7135	313.191
7136	274.3736
7137	302.7391
7138	326.50632
7139	306.23282
7140	308.25568
7141	264.2758
7142	304.48373
7143	294.00006
7144	298.86798
7145	303.25165
7146	317.72626
7147	271.28882
7148	198.3988
7149	294.82144
7150	259.1479
7151	287.27704
7152	292.99216
7153	297.54645
7154	303.68158
7155	282.42056
7156	279.83414
7157	313.1517
7158	301.83072
7159	323.75708
7160	299.26215
7161	204.8426
7162	271.48056
7163	145.27962
7164	271.543
7165	286.67267
7166	283.57797
7167	283.34268
7168	277.2858
7169	314.79266
7170	297.33545
7171	303.0165
7172	303.4295
7173	290.19522
7174	313.33096
7175	240.3243
7176	322.14935
7177	316.507
7178	287.54166
7179	313.78522
7180	319.25595
7181	273.69757
7182	303.03082
7183	326.51578
7184	314.00507
7185	260.8299
7186	201.27402
7187	309.63617
7188	292.67853
7189	324.2939
7190	289.22687
7191	302.5191
7192	249.77164
7193	294.58197
7194	310.5893
7195	284.44086
7196	319.4166
7197	308.4514
7198	318.27286
7199	210.1927
7200	321.9854
7201	302.2871
7202	267.45792
7203	333.82272
7204	322.93115
7205	303.67352
7206	332.06677
7207	238.44443
7208	293.66925
7209	317.54187
7210	283.3791
7211	242.5549
7212	291.94806
7213	314.91718
7214	314.58783
7215	252.24117
7216	319.23196
7217	294.0976
7218	314.6931
7219	110.772255
7220	311.96954
7221	329.3322
7222	206.14465
7223	249.1359
7224	221.3599
7225	213.1008
7226	224.60913
7227	237.75497
7228	291.98206
7229	165.42398
7230	325.527
7231	267.58685
7232	275.12762
7233	326.17938
7234	332.11203
7235	294.32648
7236	281.63263
7237	316.75653
7238	214.30862
7239	269.0856
7240	320.97015
7241	326.87344
7242	277.07144
7243	309.7412
7244	229.85312
7245	285.0324
7246	329.6734
7247	264.09125
7248	312.46136
7249	314.06165
7250	313.48022
7251	326.3286
7252	311.50345
7253	314.89697
7254	304.69684
7255	317.33722
7256	305.97733
7257	320.62564
7258	333.5679
7259	321.49387
7260	327.2451
7261	323.46152
7262	320.88275
7263	253.96872
7264	315.75742
7265	311.86923
7266	202.42834
7267	286.2185
7268	305.43103
7269	299.78848
7270	326.55975
7271	298.08246
7272	176.92038
7273	310.06564
7274	263.21844
7275	307.69083
7276	301.81195
7277	237.68335
7278	324.139
7279	317.56146
7280	308.54602
7281	291.26147
7282	327.54144
7283	251.7519
7284	336.5071
7285	328.19836
7286	311.74112
7287	303.70078
7288	312.5969
7289	318.97675
7290	306.27203
7291	260.14816
7292	308.5668
7293	133.93207
7294	318.97186
7295	312.4877
7296	303.71198
7297	315.42804
7298	318.75534
7299	207.3272
7300	301.25348
7301	248.50943
7302	311.4975
7303	262.33817
7304	268.84637
7305	212.04843
7306	283.4786
7307	291.01825
7308	306.03094
7309	311.44702
7310	322.39084
7311	312.72556
7312	326.6214
7313	293.43314
7314	285.96942
7315	292.261
7316	313.6042
7317	297.2205
7318	327.3338
7319	317.63687
7320	328.4943
7321	336.66522
7322	308.7797
7323	271.82828
7324	302.01697
7325	318.28143
7326	302.95724
7327	323.08325
7328	245.76404
7329	319.487
7330	264.7502
7331	316.12283
7332	286.3185
7333	291.1845
7334	289.02106
7335	300.46765
7336	320.54004
7337	305.15305
7338	322.9681
7339	316.55026
7340	280.19614
7341	296.2458
7342	298.82916
7343	308.19318
7344	278.19852
7345	322.7091
7346	274.35443
7347	287.15878
7348	282.41748
7349	328.2877
7350	329.61993
7351	266.0975
7352	329.9593
7353	328.57504
7354	267.06256
7355	272.58807
7356	225.63799
7357	310.49454
7358	313.97876
7359	316.73187
7360	296.17493
7361	290.12955
7362	315.09528
7363	267.391
7364	270.18402
7365	316.1261
7366	317.25092
7367	329.22348
7368	291.84674
7369	228.68906
7370	267.136
7371	262.91
7372	317.5638
7373	321.70868
7374	237.82903
7375	268.83105
7376	260.6485
7377	302.07947
7378	283.2463
7379	261.18536
7380	301.2383
7381	293.6577
7382	317.98288
7383	325.0978
7384	300.4617
7385	305.55438
7386	321.96356
7387	295.72363
7388	324.9555
7389	330.0762
7390	325.6264
7391	309.99414
7392	326.78564
7393	315.97113
7394	283.3365
7395	277.2194
7396	318.01874
7397	295.50177
7398	281.847
7399	287.13834
7400	318.6828
7401	309.00513
7402	220.2864
7403	170.17508
7404	314.22305
7405	272.29968
7406	284.51154
7407	265.83087
7408	252.38635
7409	246.81624
7410	285.28528
7411	305.24332
7412	239.61797
7413	315.20572
7414	246.87068
7415	290.0017
7416	320.65842
7417	327.21088
7418	306.8266
7419	323.66708
7420	284.2582
7421	286.9291
7422	339.92734
7423	186.0153
7424	311.6791
7425	297.54306
7426	301.8277
7427	292.23126
7428	88.737785
7429	296.12766
7430	307.9084
7431	273.54825
7432	303.33026
7433	292.7197
7434	271.90228
7435	306.90143
7436	275.69946
7437	299.8242
7438	289.00995
7439	274.3949
7440	312.56186
7441	286.67593
7442	321.30484
7443	264.70084
7444	252.22739
7445	328.36993
7446	305.49268
7447	314.81317
7448	317.97452
7449	307.20547
7450	331.03046
7451	322.53485
7452	315.10855
7453	310.3567
7454	274.13043
7455	281.46698
7456	306.81537
7457	231.50708
7458	277.5673
7459	311.02972
7460	307.10956
7461	251.9323
7462	311.10684
7463	251.73308
7464	322.48834
7465	276.31677
7466	297.96704
7467	187.26263
7468	293.26016
7469	179.07375
7470	279.84906
7471	297.50742
7472	283.12253
7473	285.8636
7474	283.99185
7475	336.02435
7476	299.58722
7477	312.80682
7478	299.64896
7479	319.06448
7480	204.59773
7481	312.92523
7482	335.71573
7483	311.36703
7484	312.3958
7485	304.53864
7486	330.41412
7487	310.7631
7488	271.12714
7489	322.33093
7490	327.47617
7491	301.57568
7492	138.39151
7493	204.0654
7494	273.79153
7495	155.66452
7496	307.46564
7497	324.3139
7498	314.66876
7499	317.59378
7500	320.62592
7501	299.35385
7502	285.42657
7503	151.62971
7504	330.41595
7505	289.42706
7506	309.14713
7507	315.1463
7508	304.28653
7509	301.30374
7510	315.91705
7511	295.09824
7512	301.05783
7513	247.06985
7514	274.34378
7515	286.5893
7516	330.326
7517	297.20435
7518	302.77106
7519	315.09
7520	236.6243
7521	312.47278
7522	258.38998
7523	307.65283
7524	306.31952
7525	322.1766
7526	318.31357
7527	158.18652
7528	260.66177
7529	302.31796
7530	322.1505
7531	306.77118
7532	291.07245
7533	298.54346
7534	327.04013
7535	307.3776
7536	314.8514
7537	219.38754
7538	330.18994
7539	331.3297
7540	310.57413
7541	299.49542
7542	329.71735
7543	310.8138
7544	147.27113
7545	275.382
7546	302.31268
7547	239.66866
7548	312.42673
7549	289.7138
7550	252.19756
7551	273.9864
7552	236.87834
7553	200.79074
7554	301.9643
7555	307.64322
7556	270.97403
7557	304.21014
7558	292.3459
7559	305.38306
7560	314.31104
7561	289.92627
7562	213.15222
7563	282.6661
7564	340.8751
7565	338.61816
7566	220.95078
7567	313.87848
7568	327.52362
7569	317.38095
7570	298.69888
7571	319.48035
7572	268.5165
7573	185.59718
7574	274.1843
7575	189.22354
7576	301.92538
7577	311.3177
7578	215.5593
7579	225.4469
7580	314.62677
7581	327.27814
7582	327.1242
7583	313.3641
7584	332.87225
7585	285.07706
7586	305.47617
7587	319.0536
7588	272.3262
7589	297.97684
7590	263.69843
7591	303.27914
7592	310.4734
7593	315.9986
7594	321.07587
7595	327.0939
7596	263.6823
7597	293.59528
7598	114.508896
7599	313.09894
7600	309.98233
7601	316.4402
7602	332.38898
7603	326.96368
7604	244.63457
7605	321.20074
7606	297.8851
7607	251.58736
7608	277.87302
7609	291.04868
7610	324.39862
7611	326.94867
7612	311.93793
7613	213.10483
7614	335.3244
7615	291.39624
7616	160.24655
7617	160.61128
7618	327.23108
7619	301.75848
7620	191.62918
7621	228.78023
7622	295.7718
7623	277.90668
7624	320.72455
7625	321.4105
7626	303.23578
7627	306.04895
7628	274.139
7629	272.92105
7630	308.80734
7631	337.89728
7632	154.05205
7633	329.519
7634	339.4589
7635	238.97139
7636	324.89777
7637	298.77823
7638	301.06265
7639	319.58844
7640	318.33914
7641	273.4075
7642	317.2425
7643	332.49982
7644	300.48383
7645	290.35587
7646	316.60684
7647	321.33362
7648	278.7657
7649	248.54794
7650	309.21445
7651	288.9457
7652	293.69516
7653	278.08545
7654	270.2068
7655	298.07925
7656	302.8603
7657	289.01614
7658	325.27002
7659	312.41837
7660	323.25403
7661	317.6419
7662	289.36877
7663	310.42838
7664	305.44623
7665	303.3856
7666	291.134
7667	300.80826
7668	253.67984
7669	274.5708
7670	307.3744
7671	301.88208
7672	197.71286
7673	298.28543
7674	316.8758
7675	299.82184
7676	300.27997
7677	161.37598
7678	325.20547
7679	300.75253
7680	292.28412
7681	307.8628
7682	300.8676
7683	215.59297
7684	278.16302
7685	327.71024
7686	302.59305
7687	315.08014
7688	325.36884
7689	250.1276
7690	257.029
7691	259.6431
7692	253.35086
7693	273.57126
7694	214.47568
7695	303.50067
7696	309.76724
7697	295.91052
7698	339.16016
7699	304.06583
7700	277.31198
7701	242.2712
7702	312.0275
7703	297.54263
7704	311.34457
7705	305.43152
7706	285.90527
7707	273.6397
7708	317.8795
7709	135.03748
7710	310.99692
7711	307.06693
7712	318.7042
7713	284.99252
7714	325.63556
7715	323.86328
7716	325.06683
7717	315.0094
7718	309.67487
7719	328.7038
7720	293.37854
7721	328.93243
7722	312.91956
7723	309.57898
7724	299.67755
7725	289.41928
7726	309.5958
7727	262.1198
7728	199.92336
7729	334.676
7730	101.60517
7731	319.36316
7732	325.9212
7733	324.95197
7734	278.38507
7735	273.3117
7736	284.72687
7737	313.69733
7738	330.64493
7739	265.3403
7740	305.9995
7741	263.29858
7742	265.88687
7743	296.966
7744	305.11728
7745	286.46338
7746	326.34167
7747	319.84772
7748	257.21945
7749	312.8103
7750	324.52563
7751	296.39594
7752	268.61862
7753	303.6701
7754	319.79865
7755	239.88899
7756	284.82883
7757	303.77325
7758	315.61285
7759	291.13324
7760	247.60721
7761	4.025008
7762	283.6568
7763	316.0734
7764	292.54993
7765	315.3482
7766	199.9292
7767	248.40067
7768	288.18765
7769	275.44678
7770	304.5147
7771	296.92798
7772	163.49654
7773	320.41064
7774	323.81845
7775	312.4759
7776	181.7236
7777	280.20096
7778	306.2499
7779	329.86316
7780	310.45932
7781	317.36835
7782	298.72754
7783	308.76965
7784	302.75937
7785	272.02606
7786	303.34558
7787	332.0052
7788	273.36353
7789	318.04938
7790	284.57968
7791	284.73724
7792	177.44685
7793	156.63834
7794	317.90475
7795	287.04486
7796	322.8047
7797	280.46088
7798	330.0771
7799	284.2939
7800	329.79025
7801	304.49146
7802	231.65366
7803	294.0266
7804	200.91997
7805	319.89777
7806	279.53885
7807	294.04974
7808	299.53265
7809	302.2084
7810	288.6563
7811	313.55414
7812	262.53284
7813	225.61972
7814	244.90201
7815	271.16122
7816	217.75674
7817	305.67657
7818	167.39009
7819	279.0296
7820	257.5832
7821	312.36176
