	elbo	tsne_cost
0	-58.53074645996094	5.909711837768555
1	-39.307186126708984	12.096988677978516
2	-25.993011474609375	18.1682071685791
3	-23.666601181030273	24.289688110351562
4	-20.411760330200195	30.368310928344727
5	-17.459550857543945	36.334388732910156
6	-18.599050521850586	42.03010177612305
7	-15.887683868408203	48.01641082763672
8	-16.327495574951172	53.83633041381836
9	-13.461623191833496	59.4760856628418
10	-11.839896202087402	65.69925689697266
11	-12.10244083404541	71.27183532714844
12	-12.240463256835938	76.5772476196289
13	-14.77987289428711	75.71602630615234
14	-9.383793830871582	75.29839324951172
15	-12.241036415100098	73.7094955444336
16	-14.742345809936523	73.10629272460938
17	-11.585016250610352	74.35595703125
18	-7.190972328186035	72.19511413574219
19	-11.260746002197266	70.93964385986328
20	-9.774507522583008	68.9508056640625
21	-12.214354515075684	68.38751220703125
22	-8.504737854003906	67.99549102783203
23	-10.531002044677734	67.45931243896484
24	-10.490975379943848	66.03962707519531
25	-10.493422508239746	65.54837799072266
26	-7.738638401031494	64.65725708007812
27	-8.86461067199707	62.74073791503906
28	-8.958898544311523	62.906105041503906
29	-8.03939151763916	63.42584228515625
30	-10.076603889465332	62.84901809692383
31	-9.833795547485352	61.14549255371094
32	-10.257572174072266	60.87995529174805
33	-9.196673393249512	60.90196990966797
34	-8.404253005981445	60.24726867675781
35	-9.629712104797363	60.06808853149414
36	-8.578728675842285	60.246883392333984
37	-5.8343400955200195	60.264122009277344
38	-4.626580238342285	60.95734405517578
39	-6.416731834411621	60.45878601074219
40	-4.070406436920166	61.70039749145508
41	-2.9950497150421143	61.11726760864258
42	-4.755959510803223	60.9759635925293
43	-3.9751856327056885	60.76361083984375
44	-6.211884498596191	60.39268493652344
45	-6.84517240524292	60.7582893371582
46	-5.396451950073242	61.442657470703125
47	-4.372274875640869	61.02520751953125
48	-5.604145050048828	61.16810607910156
49	-4.800899505615234	62.166622161865234
50	-4.94279146194458	61.26539611816406
51	-4.959779739379883	60.32271957397461
52	-4.085548400878906	60.3682861328125
53	-3.7239303588867188	60.68871307373047
54	-3.2156105041503906	61.260765075683594
55	-2.7316064834594727	61.178932189941406
56	-2.7385358810424805	60.36545944213867
57	-1.7852673530578613	59.73626708984375
58	-2.0256216526031494	60.56554412841797
59	-3.790022373199463	59.39531707763672
60	-3.357044219970703	59.641448974609375
61	-3.0458757877349854	59.22107696533203
62	-4.38099479675293	59.136898040771484
63	-1.979709506034851	60.603546142578125
64	-5.400430202484131	60.933353424072266
65	-4.300230026245117	59.869529724121094
66	-4.698550701141357	59.48856735229492
67	-2.733266830444336	60.50242614746094
68	-3.827199935913086	58.8832893371582
69	-3.4163694381713867	59.22889709472656
70	-3.8729188442230225	59.32880401611328
71	-2.572713851928711	60.48372268676758
72	-2.3402838706970215	59.07857894897461
73	-2.4355297088623047	59.351173400878906
74	-3.8844380378723145	58.73708724975586
75	-4.1523261070251465	58.54140853881836
76	-3.8157224655151367	58.579742431640625
77	-2.590001106262207	59.69756317138672
78	-4.035043239593506	58.42245864868164
79	-2.1114912033081055	58.46371841430664
80	-2.1716623306274414	58.6424674987793
81	-1.806566834449768	58.871219635009766
82	-2.3031814098358154	58.750938415527344
83	-1.8367490768432617	58.561798095703125
84	-1.2917155027389526	59.79742431640625
85	-2.2625882625579834	58.26261520385742
86	-2.2651684284210205	58.58223342895508
87	-2.3811516761779785	58.55012512207031
88	0.30694329738616943	58.69880294799805
89	-1.1509910821914673	58.165550231933594
90	-0.05642533302307129	57.967926025390625
91	-0.8669055700302124	57.98809051513672
92	0.3157719373703003	58.76160430908203
93	-0.4766573905944824	58.21290588378906
94	-0.18794918060302734	59.174903869628906
95	1.504088044166565	58.39106750488281
96	-1.1563959121704102	59.18171691894531
97	-1.3759312629699707	58.220367431640625
98	-1.0464435815811157	57.74592971801758
99	-0.6717058420181274	57.94725799560547
100	-0.4134044647216797	58.157405853271484
101	-1.1635624170303345	57.587345123291016
102	-0.9917919635772705	57.54756164550781
103	0.5363779067993164	57.817718505859375
104	-1.5048279762268066	57.490135192871094
105	-0.5485978126525879	58.69121551513672
106	1.0349094867706299	57.363037109375
107	-0.28724539279937744	57.566707611083984
108	-0.2771090269088745	58.507118225097656
109	-0.8999742269515991	57.31305694580078
110	1.1783106327056885	58.20237350463867
111	0.31710028648376465	57.149356842041016
112	1.836207389831543	58.40909957885742
