	elbo	tsne_cost
0	-51.898597717285156	5.804454803466797
1	-43.67920684814453	11.764851570129395
2	-26.561050415039062	17.69994354248047
3	-23.38494873046875	23.58305549621582
4	-19.49190330505371	29.2943115234375
5	-16.644535064697266	35.13513946533203
6	-16.479686737060547	40.840675354003906
7	-17.605545043945312	46.30069351196289
8	-16.56618309020996	51.93277359008789
9	-12.633475303649902	57.52137756347656
10	-11.72437858581543	62.97251892089844
11	-12.025655746459961	68.66758728027344
12	-12.076438903808594	73.90512084960938
13	-10.554129600524902	72.72921752929688
14	-9.92205810546875	71.97708129882812
15	-9.678003311157227	70.66876983642578
16	-14.428274154663086	70.29865264892578
17	-13.101170539855957	70.08421325683594
18	-12.714496612548828	68.90348052978516
19	-11.639264106750488	68.4454345703125
20	-9.591564178466797	67.33406066894531
21	-10.796036720275879	66.86288452148438
22	-12.437979698181152	67.31102752685547
23	-11.500137329101562	66.4862289428711
24	-10.895456314086914	65.50137329101562
25	-11.605833053588867	65.20834350585938
26	-9.494057655334473	63.94115447998047
27	-8.16788101196289	63.0809326171875
28	-8.420917510986328	63.46400833129883
29	-9.882835388183594	64.0447769165039
30	-10.884416580200195	62.82722473144531
31	-10.892380714416504	61.27814865112305
32	-7.522408485412598	61.96675109863281
33	-11.060047149658203	60.972938537597656
34	-10.983516693115234	60.24144744873047
35	-7.544562816619873	59.71486282348633
36	-9.855724334716797	59.548561096191406
37	-10.06045913696289	59.36789321899414
38	-8.902270317077637	60.2104377746582
39	-10.824213027954102	58.94032669067383
40	-7.662264823913574	59.99602508544922
41	-7.899879455566406	59.389984130859375
42	-7.222487449645996	59.29208755493164
43	-8.784945487976074	59.107322692871094
44	-6.3801703453063965	58.93584442138672
45	-3.8984315395355225	59.30202865600586
46	-6.155696868896484	60.08402633666992
47	-6.423906326293945	59.38666534423828
48	-5.060153961181641	60.0959587097168
49	-3.2169506549835205	61.00260543823242
50	-2.9580702781677246	59.628692626953125
51	-3.0236101150512695	59.6833610534668
52	-4.839134216308594	59.344459533691406
53	-3.3671457767486572	59.75113296508789
54	-3.601766586303711	60.512752532958984
55	-5.543513774871826	60.03303527832031
56	-4.513293266296387	59.016056060791016
57	-3.482506275177002	58.94703674316406
58	-4.842166423797607	59.42862319946289
59	-4.618640899658203	58.32501220703125
60	-4.431853294372559	58.578392028808594
61	-5.469229698181152	58.006004333496094
62	-5.452027320861816	57.94453048706055
63	-4.454146385192871	59.08856964111328
64	-4.7839460372924805	58.8012580871582
65	-2.354123830795288	59.524085998535156
66	-3.0675251483917236	58.687530517578125
67	-4.132997512817383	58.81005096435547
68	-5.115841865539551	57.560455322265625
69	-3.313807487487793	58.46748733520508
70	-3.0929882526397705	57.84474182128906
71	-2.9953465461730957	58.72145462036133
72	-2.6609466075897217	58.14749526977539
73	-3.400176525115967	57.74824142456055
74	-2.987334728240967	57.280914306640625
75	-3.216709613800049	57.23636245727539
76	-1.7135533094406128	57.13092041015625
77	-2.3639838695526123	57.86894226074219
78	-3.2454607486724854	56.92742919921875
79	-2.826030731201172	56.98103332519531
80	-1.4661083221435547	57.19126892089844
81	-0.7788945436477661	57.24504089355469
82	-2.1754496097564697	56.8455924987793
83	-1.8231799602508545	56.92490005493164
84	-0.6543835401535034	58.39318084716797
85	-4.613475322723389	56.7669677734375
86	-2.128877639770508	56.98245620727539
87	-1.6465351581573486	57.17744827270508
88	-2.294437885284424	56.978179931640625
89	-2.0754404067993164	56.71661376953125
90	-1.4003641605377197	56.86423873901367
91	-2.116453170776367	56.698116302490234
92	-0.05248987674713135	57.18817901611328
93	-1.5942057371139526	57.03744125366211
94	-0.5328669548034668	58.03596878051758
95	-0.2510477304458618	57.26750183105469
96	-1.8374745845794678	57.22534942626953
97	-0.15440773963928223	57.32251739501953
98	-0.09752416610717773	56.582759857177734
99	-0.7105635404586792	56.76504898071289
100	-1.4543728828430176	56.80791091918945
101	-1.218767523765564	56.311405181884766
102	0.9650713205337524	56.56461715698242
103	-0.17030739784240723	56.649417877197266
104	0.165305495262146	56.38931655883789
105	0.7252621650695801	57.06137466430664
