	elbo	tsne_cost
0	-29.940622329711914	6.244165420532227
1	-46.52095031738281	12.872420310974121
2	-22.894311904907227	19.160446166992188
3	-23.18903350830078	25.14173126220703
4	-18.539005279541016	30.720394134521484
5	-16.507909774780273	36.494102478027344
6	-16.280723571777344	42.886444091796875
7	-16.341726303100586	49.19290542602539
8	-15.002640724182129	55.061832427978516
9	-12.718025207519531	60.29015350341797
10	-12.612276077270508	64.81171417236328
11	-12.41934585571289	69.03973388671875
12	-14.463610649108887	73.57105255126953
13	-12.41776180267334	72.57624053955078
14	-14.193201065063477	71.46257781982422
15	-14.790898323059082	70.89906311035156
16	-22.68878173828125	70.96472930908203
17	-16.56810188293457	71.89974975585938
18	-18.943634033203125	71.58802795410156
19	-12.324119567871094	72.48734283447266
20	-11.199270248413086	69.83757781982422
21	-9.667868614196777	70.16127014160156
22	-10.647623062133789	68.9972152709961
23	-10.524970054626465	68.49240112304688
24	-11.552521705627441	68.82006072998047
25	-10.432184219360352	68.87055206298828
26	-6.7948384284973145	68.2823257446289
27	-6.461155891418457	67.67593383789062
28	-6.054601669311523	68.17453002929688
29	-4.9899582862854	69.19139862060547
30	-4.399322509765625	68.99629211425781
31	-9.447412490844727	67.73709869384766
32	-11.472433090209961	67.91484069824219
33	-9.576760292053223	66.32608032226562
34	-8.935972213745117	65.70648193359375
35	-9.32137680053711	65.74735260009766
36	-5.68259859085083	66.08976745605469
37	-2.8330626487731934	65.53820037841797
38	-4.897313117980957	66.21846771240234
39	-4.58890438079834	65.82160949707031
40	-3.239863872528076	66.4673843383789
41	-2.5127458572387695	65.57721710205078
42	-1.6321234703063965	65.70841979980469
43	-1.31667160987854	64.77373504638672
44	-1.0442564487457275	64.2933349609375
45	-0.9517583847045898	64.36448669433594
46	-0.08707976341247559	64.31778717041016
47	-4.057131767272949	63.61086654663086
48	-0.21931767463684082	64.36674499511719
49	-1.31987464427948	64.66175842285156
50	-3.8613123893737793	63.315582275390625
51	-0.6673946380615234	63.10500717163086
52	0.3353099822998047	63.644317626953125
53	-3.881049633026123	62.63823318481445
54	0.38011789321899414	63.35386657714844
55	0.5623641014099121	63.5238037109375
56	-1.8704802989959717	62.505985260009766
57	-2.1936988830566406	62.27857971191406
58	-0.3654423952102661	62.94538116455078
59	0.6878716945648193	62.12307357788086
60	-1.664416790008545	62.292320251464844
61	-2.072075843811035	61.87885665893555
62	-0.18849706649780273	61.81895446777344
63	1.1253557205200195	62.54756546020508
64	1.1672223806381226	63.9443359375
65	1.2811381816864014	62.554931640625
66	0.6980459690093994	62.00160598754883
67	0.5401501655578613	62.30433654785156
68	2.9881932735443115	61.15647506713867
69	-1.146294355392456	61.710121154785156
70	-0.26259493827819824	61.355533599853516
71	-0.5472040176391602	61.823177337646484
72	1.1092116832733154	61.180076599121094
73	-0.45099377632141113	61.154964447021484
74	0.3861825466156006	60.8070182800293
75	0.7702066898345947	60.903541564941406
76	0.7731683254241943	60.60892868041992
77	3.8059000968933105	61.69704818725586
78	2.7615244388580322	60.6927375793457
79	0.9928700923919678	60.407222747802734
80	0.7233254909515381	60.95111846923828
81	1.6605331897735596	60.14976501464844
