	z_coordinate_0	z_coordinate_1
250	1.023654	-2.1174138
251	0.79510784	-2.9617474
252	-7.093105	8.578758
253	-6.654723	7.5142417
254	2.106228	-3.0677624
255	1.8458344	-2.583631
256	-8.717967	-2.8090127
257	-7.1525755	-11.45812
258	0.8760025	-2.4261892
259	2.6866708	-2.0174112
260	2.2056117	-2.6376302
261	0.80406076	-2.2105775
262	-2.5754926	4.047003
263	0.06843694	-1.5635558
264	-10.6678295	0.38434863
265	2.866019	-2.3679054
266	1.7799145	-2.0379412
267	1.7719145	-2.8655033
268	13.970047	2.1943398
269	-5.5124955	-12.00956
270	5.1685195	1.4159858
271	-6.8494325	-11.71426
272	4.32103	-2.7176664
273	2.0004513	-2.2916968
274	1.7128712	-2.3457782
275	2.441267	-1.636513
276	0.44169152	-2.729889
277	9.605129	3.4892168
278	-2.5693965	3.38556
279	2.7545116	-1.7015705
280	1.5494763	-3.3723629
281	-0.4484958	-1.925026
282	-5.636768	-12.092267
283	1.2479626	-2.0101361
284	0.08689687	9.832201
285	0.8157231	-2.1210637
286	1.0737928	-1.7353097
287	1.4267268	-1.0846589
288	0.38042635	-2.2933738
289	1.3490295	-2.2273169
290	1.7464691	-2.3651652
291	-7.4881225	-12.458467
292	0.7012437	-2.195965
293	-6.4422855	-11.205723
294	2.1924424	-1.7207699
295	2.020997	-2.142045
296	-6.556138	-11.377209
297	-1.0213748	-1.8607751
298	-8.882533	-2.9460068
299	-2.5888386	3.3186953
300	6.4936256	2.8273697
301	-7.0456963	7.8790374
302	0.26819855	-1.9045683
303	1.5846143	-2.237666
304	10.619637	5.2934947
305	0.382648	-2.1795435
306	-6.072634	-12.40471
307	0.6921485	-2.4576972
308	1.067049	-2.3619988
309	7.7191653	12.10287
310	1.0521821	-1.1908848
311	-10.679157	0.39607745
312	0.99889076	-2.0467255
313	-6.8735285	8.312831
314	-0.45018405	-1.4972031
315	10.583153	-8.955685
316	4.3919945	-3.8017662
317	1.3583618	-1.7844691
318	-2.6755788	3.3045483
319	0.95264584	-3.0282156
320	-0.9249642	-14.706235
321	-4.246619	0.5870475
322	1.4509296	-2.906762
323	1.5701907	-2.2780948
324	-6.8186235	7.0908113
325	-4.862476	-9.5040865
326	1.8994174	-2.9620502
327	6.4101043	2.5393655
328	-6.38077	-11.213861
329	4.0140233	-3.023008
330	4.8084083	6.3663383
331	0.38686258	-2.23321
332	-6.735706	7.56908
333	1.3400294	-1.7193624
334	-10.898466	0.58971775
335	0.821313	-2.5880656
336	2.540562	-2.5383186
337	-4.505392	0.73530024
338	1.7630373	-2.9904478
339	1.5997722	-2.6997707
340	0.5843923	-3.047234
341	-4.728999	-16.548191
342	13.476127	2.5961392
343	0.43611652	-2.2520633
344	0.13967934	9.9326515
345	2.4171832	-1.875814
346	2.3760417	-2.44135
347	6.544595	2.742878
348	1.4971712	-2.3386157
349	6.3571	2.5670528
350	-5.916304	7.999976
351	-7.174564	7.960105
352	-7.1069584	7.4675283
353	0.60066104	-2.31069
354	-7.3779497	7.1906815
355	0.07648471	-2.0343084
356	-7.307855	7.367051
357	6.5745864	2.3668997
358	1.4713222	-1.97567
359	-6.3057704	-12.198115
360	0.5862825	-1.9167074
361	1.6581397	5.380391
362	8.927593	9.946671
363	-10.662112	0.46385223
364	1.6351902	-2.34276
365	1.277872	5.475404
366	1.0022887	-2.1700206
367	-2.2553248	-3.7154508
368	1.9723773	12.647079
369	1.9158818	-1.2910359
370	1.4895958	5.841906
371	6.5258856	2.7138014
372	13.531691	2.3047807
373	1.3779758	-2.1699877
374	0.27647927	10.0008135
375	5.1294336	-3.2254126
376	0.0847079	-1.990625
377	-7.2289233	7.5468545
378	-10.6511345	-0.0004988611
379	6.2382107	2.1411812
380	11.071943	7.6894054
381	-6.6962333	-11.688265
382	-0.123822704	-1.7715696
383	2.291723	-2.3221934
384	-2.5809896	3.5489905
385	3.1442757	14.040318
386	-6.7674327	-9.496445
387	-7.4154053	7.158202
388	0.37086263	-2.3790739
389	-11.112782	0.31772834
390	1.2102469	-2.1918073
391	-0.05485688	-2.0736344
392	0.9085682	-1.8447138
393	1.4906113	-2.5537174
394	-6.520767	-11.564552
395	-10.5896845	0.41318637
396	1.6394529	-1.6679904
397	1.1772747	-2.3376167
398	1.4162128	-1.4088849
399	0.5218034	-1.9872895
400	-6.3922215	-10.916541
401	-11.622811	-0.5641358
402	1.0297307	-2.4330611
403	-7.5457716	8.302505
404	0.5469549	-3.1018524
405	11.380517	7.51615
406	-11.002799	0.5258018
407	-6.268894	-11.56129
408	-3.8327065	1.1959609
409	-8.875752	-3.436471
410	15.820731	-2.1798036
411	0.48575586	-1.389312
412	1.819884	-2.8972597
413	-11.131505	0.12236746
414	0.33831733	-1.9770674
415	1.716602	-1.7333697
416	1.9864328	-1.8710847
417	-0.06094046	-1.5398735
418	0.6655058	-2.1989455
419	-0.1077836	-1.1545056
420	-6.8013315	6.814071
421	-7.2487364	8.910098
422	-0.09613787	-1.5111138
423	-4.1664915	1.1495044
424	-6.354581	-12.063779
425	1.4201429	-2.0359147
426	1.7611394	11.965593
427	0.8412736	-3.0476115
428	2.3055232	-1.7689284
429	1.574558	-3.2567632
430	0.6435592	-1.67332
431	-0.62805384	-1.6024601
432	7.668386	11.777361
433	-10.549412	0.39055616
434	-6.587884	7.92901
435	-5.187566	-9.243139
436	1.7934074	-2.1493013
437	6.797655	2.7321668
438	-7.5670905	7.9969506
439	1.333995	-1.9733192
440	4.559624	5.8726945
441	-8.043834	5.0246477
442	-0.7320366	-1.6454861
443	2.73821	-2.8495896
444	1.4294814	-2.1412172
445	2.0883799	-0.69397384
446	0.40871435	-1.721081
447	-1.1811934	-13.858023
448	-6.6795955	-11.280378
449	-5.6448803	-11.801552
450	1.2486217	-1.6906488
451	-11.013711	0.3639937
452	5.1549873	6.589692
453	1.6088899	-2.7915256
454	3.1253488	-2.5737712
455	-7.0770154	-11.21625
456	1.8620209	-2.143846
457	-7.106431	7.6046705
458	-1.2242205	-2.6104102
459	14.142688	2.7737489
460	0.8157927	-1.534135
461	2.0893703	-2.4392374
462	-7.458904	7.4724607
463	-2.3699265	3.2652526
464	6.602712	2.9815185
465	0.64017546	-1.8346324
466	13.657552	2.3489408
467	-6.866554	-10.260667
468	11.109653	-7.1274357
469	-6.327518	7.2371182
470	1.0530612	-1.8355776
471	1.9590856	-1.6487211
472	2.2490673	-2.80788
473	0.87351656	-1.7280546
474	0.38699806	-1.7113888
475	-7.476998	7.4451427
476	6.602697	2.5959616
477	0.8246852	-1.5952939
478	5.1760106	3.1487255
479	-0.015840098	-1.4952116
480	1.2313179	-2.0568469
481	1.9753281	-2.0826402
482	0.6838937	-2.8503795
483	-10.967074	0.36531496
484	4.593622	-2.4504206
485	1.0395392	-1.8051393
486	1.6222271	-1.4628962
487	-2.583033	-4.809201
488	-10.909338	0.55785865
489	1.2738072	-2.856171
490	1.3791354	-2.8273215
491	5.3140273	6.3435383
492	-10.666757	-0.068753794
493	5.2423463	3.126979
494	-10.574942	0.27551728
495	-5.9802985	-11.371972
496	-7.8723283	7.9922023
497	5.777369	-3.146348
498	-7.052479	7.4305053
499	-2.4868813	3.7225795
500	-5.202694	-13.032625
501	6.515877	2.9227543
502	0.5336923	-2.1519632
503	2.0382512	-2.8085682
504	1.4955922	-2.1016226
505	0.070665404	-1.50868
506	-10.846859	0.55158263
507	-6.551097	-11.20448
508	2.1935434	-2.1448922
509	0.30383718	-1.788522
510	-2.5439878	3.7654874
511	-6.922139	8.01847
512	-0.1164328	-1.1236413
513	1.8336481	-1.5977544
514	1.2720543	-2.0412276
515	11.491715	7.8434153
516	0.29278332	10.245382
517	1.7289007	-1.9577895
518	1.0840516	-2.4075177
519	1.6095809	-2.1734114
520	-0.8032037	11.119565
521	6.4464173	2.6251557
522	1.551536	-1.664951
523	1.5077974	-2.700766
524	-10.173776	1.0869395
525	-10.605771	0.7971654
526	1.8247728	-1.6787862
527	-7.070053	7.30431
528	1.6368827	-2.091906
529	-1.3100582	1.2985002
530	2.3702111	-1.860204
531	-6.9166565	6.477557
532	0.60929567	-1.8504888
533	-10.187996	1.1706722
534	-0.29715073	10.134046
535	2.3766725	13.4727745
536	1.7014323	-3.7153141
537	-7.296261	-12.462886
538	-0.17448287	-1.5488322
539	0.59178126	-2.2951982
540	-6.9054303	7.6510744
541	1.6673936	-0.82280535
542	0.27038017	-2.2072792
543	-4.9567013	-12.831049
544	0.611192	-2.031833
545	-6.798308	-11.251266
546	6.231146	2.5078588
547	-4.8365297	-11.788557
548	1.9727856	-1.919309
549	0.5320197	-1.8892871
550	-6.1071496	-11.364098
551	1.5904828	-0.84050983
552	2.005243	-1.809675
553	0.4830001	-1.3687407
554	8.411019	11.569372
555	2.9818153	0.5143136
556	0.20843896	-1.9076532
557	0.7559645	-1.9149808
558	-0.038480043	0.09626806
559	-6.8890023	-11.136829
560	0.09136753	-1.4767891
561	-6.6588287	-11.797083
562	-5.8328967	6.8352747
563	0.18391186	-2.3361213
564	-7.2615333	7.466749
565	0.6261874	-2.973441
566	0.85769147	-1.8324286
567	0.576775	-1.6189166
568	0.7339168	-1.7480241
569	-7.163656	-12.326311
570	0.33694428	-1.8768655
571	0.54018134	-1.9287761
572	-6.798349	7.7915597
573	1.0972052	-2.3250134
574	-11.019713	0.5175121
575	-5.3526454	6.4540997
576	-5.83806	-11.92706
577	2.1818852	-2.5505564
578	-6.7087774	6.820077
579	5.1531544	6.3333807
580	-7.167516	7.5125003
581	11.220504	6.96887
582	4.414059	3.5367444
583	0.58664674	-1.9253782
584	6.613451	2.716492
585	0.61559343	-0.43236923
586	3.2534034	-0.64396423
587	-7.078616	7.8229623
588	-7.189115	7.769535
589	6.148751	2.465444
590	0.43712467	-1.4644215
591	0.9878552	-1.3298342
592	1.1901145	-2.1187923
593	-0.14015652	9.788681
594	5.5106883	2.803003
595	0.12602806	9.8399315
596	1.2894694	-1.8740584
597	-10.661893	0.267225
598	2.1262217	-1.2304349
599	1.2569705	-2.3670616
600	2.1263893	5.1884623
601	7.951874	11.041525
602	0.74963766	-1.8113629
603	-10.805462	0.3745579
604	-10.604802	0.17388448
605	1.3631456	-1.8650346
606	-8.751057	-3.0903971
607	3.054935	-0.9457192
608	5.303466	6.319916
609	1.8788813	-1.7620188
610	2.1605725	-2.3940034
611	0.7516808	-1.6625856
612	1.5662277	4.596606
613	-6.8634944	-12.429471
614	-0.47912836	-1.9254724
615	1.1850371	-1.5987592
616	-10.727521	-0.55580163
617	7.2544417	11.820593
618	0.27901566	-2.4116197
619	6.7812476	2.7783859
620	2.1460736	-1.9105858
621	6.4989114	2.599615
622	6.43894	2.747905
623	1.0199139	-2.180658
624	5.2857037	6.462587
625	1.5898037	-1.6499844
626	0.8488508	-1.8418058
627	-6.655132	-12.748178
628	1.2627989	-1.4247832
629	-11.223699	0.27003843
630	2.5658092	-2.142973
631	-11.171541	0.6567929
632	1.5906895	-2.270541
633	1.2043575	-2.2585645
634	-0.10417625	-2.174347
635	-6.9743643	-11.232985
636	-2.5529962	7.9907527
637	-7.002998	7.2159433
638	0.24753128	-2.055953
639	-2.6145675	3.1797466
640	2.721893	13.106208
641	-6.384846	-12.431977
642	0.6085223	-1.8379468
643	0.8116169	-1.2607147
644	-6.125336	-11.684351
645	1.0986658	-2.8061538
646	-0.22898085	-1.6486799
647	1.4314938	-1.1689936
648	-5.9951053	-9.679463
649	0.34861797	-1.9291555
650	5.415575	6.4901996
651	2.2705293	-2.558447
652	-6.6387854	-10.760011
653	2.3472693	-1.3531991
654	5.16621	6.7294793
655	0.24584332	-2.700699
656	-7.2609982	7.024192
657	-6.8044395	7.052623
658	-0.136979	-1.454507
659	0.46149987	-0.7958197
660	2.229854	-1.5408744
661	1.6838101	-1.9268028
662	6.330076	2.7361612
663	-6.7291207	-12.384325
664	0.63115066	-1.923046
665	1.4569994	-2.2181518
666	-10.522242	0.22391288
667	-0.23834063	-1.6489648
668	13.553634	2.002442
669	10.971412	-8.533421
670	6.3036323	2.5293224
671	5.10338	6.3707657
672	-10.30378	0.5065661
673	0.5706723	-1.1321471
674	2.0078397	-3.0840487
675	2.7246206	-1.235126
676	-7.05084	7.362446
677	0.06599003	-1.1607674
678	1.1908112	-1.6946886
679	1.8261465	-1.8442957
680	6.3979096	2.2399507
681	-0.5312399	-1.5522386
682	2.5277462	12.829946
683	-0.5975657	-1.8916752
684	6.2956266	2.7463984
685	6.357227	-4.106915
686	0.45537227	-1.2856239
687	3.225307	-2.861918
688	-7.177582	8.061491
689	-2.3530447	2.8625839
690	-6.2554526	-11.33388
691	12.112631	7.7541785
692	13.796281	2.0669076
693	-11.6132965	0.06329156
694	10.36362	-7.330427
695	6.065934	3.020436
696	-11.067761	-0.18703143
697	-0.16841657	-1.4732794
698	0.49020666	-1.9417382
699	1.4782681	-1.1675518
700	-11.14923	-0.041382536
701	6.1892166	2.3975568
702	0.55271196	-2.3659024
703	6.306011	2.7276146
704	0.95322794	-1.9881014
705	1.1635586	-1.982665
706	-7.5960684	7.879471
707	-6.9162426	7.3820877
708	7.5831385	12.52925
709	1.2820652	-2.5731125
710	0.98382074	-2.651142
711	0.72688556	-0.14504324
712	1.8749588	-0.41159415
713	1.1404632	-1.5853667
714	0.20452115	-1.6548394
715	-2.9885526	2.781431
716	4.700474	-1.1862749
717	1.1829497	-1.5439476
718	6.503082	2.7148323
719	0.5558496	-1.9586381
720	1.7300149	-2.8812568
721	0.9145657	-1.9192463
722	2.60229	-2.5749843
723	-9.06836	-2.2845664
724	-6.4153028	-11.957667
725	1.9192344	5.472798
726	1.8091092	-2.0616322
727	-2.1554801	4.0405426
728	1.3368468	-1.2592174
729	2.3091416	-1.6557932
730	0.6659634	-2.2912447
731	-9.902774	0.2947861
732	-0.17713813	-1.3809426
733	0.1418143	-1.63717
734	-5.6827703	-12.335749
735	-5.6672454	-9.335298
736	-7.3251915	8.279717
737	13.570672	2.823791
738	-11.30567	0.46709365
739	-0.0076861233	-1.0601174
740	-2.6136048	3.1900785
741	5.205377	6.904135
742	-7.5456214	7.7026777
743	5.937876	2.694006
744	2.1567526	-1.9061426
745	1.1635116	-1.0593882
746	4.7051516	-1.5972322
747	-0.23252617	-2.256521
748	2.0502908	-2.4665134
749	1.4310942	-1.4510714
750	-0.12276657	-2.1117558
751	2.0583389	12.814771
752	0.8405954	-1.6416038
753	1.8399708	5.7856765
754	1.6690638	-1.1875173
755	6.0687137	3.0800648
756	1.9833455	-1.4078202
757	0.036442332	-1.4434212
758	6.628199	2.7582169
759	2.425279	-2.2288156
760	-1.1767802	-1.3390526
761	2.2961154	-0.98421973
762	1.2835615	-2.5005407
763	-10.701447	2.100387
764	5.47096	-3.2842977
765	6.357505	2.7055101
766	-11.570851	1.9163258
767	-6.3653398	-12.097154
768	0.33928388	-1.4217359
769	0.835023	-1.2917987
770	-0.3375603	-2.0774043
771	11.1956215	6.981126
772	10.702734	7.2681546
773	-4.1704845	1.1253567
774	-0.12149231	-2.1623628
775	1.7457365	-1.5989691
776	-6.4328127	-12.0687685
777	-0.6206502	-1.9425861
778	-6.7666073	-11.200055
779	-2.5030622	3.6649928
780	0.61817247	-2.052418
781	2.6270318	-2.3207245
782	0.790279	-2.3659518
783	0.1975473	-1.6888317
784	7.731967	12.758936
785	-5.3422647	-11.349372
786	12.953258	2.415783
787	0.603948	-2.0004146
788	-6.234023	6.847817
789	0.40255457	-2.4681573
790	5.8492646	2.9683738
791	-11.425253	-0.064285964
792	-7.0144033	7.384456
793	-8.903767	-2.9653265
794	4.8896465	6.289559
795	-2.4265213	3.6496058
796	7.2557755	11.465258
797	2.2748413	-1.2997409
798	3.0298765	-1.2747909
799	1.5271242	-2.3144429
800	-0.47368646	-2.221234
801	0.34518114	-2.3238862
802	-8.740714	-2.890036
803	2.8808286	-1.2734689
804	-6.717481	8.062932
805	4.2677803	-2.2410245
806	6.132788	2.7215106
807	-10.421943	0.32488236
808	3.0363488	-2.1271653
809	-10.007771	0.4327981
810	1.164815	-1.3093843
811	1.0143684	-1.409146
812	-7.020828	-14.2649765
813	5.9834676	2.6779683
814	1.4808912	-1.1965946
815	1.2045878	-1.1499249
816	3.1530094	-1.729613
817	5.1460557	6.498093
818	-10.249919	-0.1179916
819	-6.1570344	-10.849887
820	-7.3164	7.135768
821	1.5421842	-1.9989761
822	0.86889213	-2.2607706
823	-1.930926	3.0523763
824	7.332251	11.932706
825	-7.1558566	0.6338406
826	0.19946258	-1.1005731
827	-0.3337646	-1.4201838
828	1.297061	-1.531885
829	-1.9301292	5.930835
830	0.70508826	-1.0570748
831	-6.8838935	-11.00896
832	-0.16234408	-1.4706807
833	0.76350325	-3.5621564
834	0.031585574	10.272058
835	11.477966	8.149736
836	0.91840917	-1.179425
837	5.147132	6.077898
838	-10.599063	0.3067556
839	-0.28178626	-1.491593
840	1.0429393	-0.95912784
841	5.7878337	-3.8357387
842	-0.46685064	-1.3656255
843	0.8421369	-2.2527246
844	-6.419315	-10.772282
845	1.7774254	7.9999847
846	-0.8973321	-1.5841849
847	0.029731326	-1.914296
848	1.9228393	-1.4189936
849	6.173547	2.985835
850	1.2972965	-1.6345018
851	6.427597	2.6565595
852	1.098781	-1.8465017
853	-6.379656	7.6742725
854	-0.13644646	-1.2424291
855	2.0657544	-1.2882789
856	3.1842587	-1.7357932
857	-0.08939199	-1.489
858	-10.12002	1.0256588
859	-2.7679281	3.849469
860	-2.3646185	3.5969527
861	-6.722188	-10.758455
862	2.9216373	-3.0837195
863	2.158629	-2.9223251
864	0.3224938	-0.65514034
865	-0.55540586	-1.1704639
866	-0.25988233	-1.4139996
867	2.6999984	-1.5921206
868	-0.10627584	-1.851633
869	-7.053055	7.960388
870	7.527937	12.050998
871	-0.14184244	-1.3637198
872	7.3019557	10.926507
873	2.1039221	-1.2516295
874	-1.0919092	-2.2685833
875	-7.0495644	7.8647532
876	1.4075432	-2.052772
877	8.81398	10.860516
878	-10.775458	0.3978241
879	-2.5518885	3.3140395
880	1.8013747	-2.19258
881	1.7470443	-1.5441417
882	0.6766187	-1.5723647
883	-2.508599	3.012991
884	0.08642703	-1.9713145
885	-6.3535223	-11.435277
886	-10.845782	0.71880656
887	-10.216952	0.70189214
888	-7.1670537	-10.741292
889	-2.7461812	3.0559344
890	2.109314	-1.8983215
891	-10.861009	0.37097394
892	1.7585194	-1.1679779
893	0.37917602	10.163852
894	2.3947403	-1.5444454
895	9.580514	7.249632
896	-6.96594	-11.351955
897	1.4777204	0.048193246
898	-7.017589	7.317152
899	-6.828852	7.571134
900	2.7615132	-2.5299208
901	-11.027201	-0.0208413
902	7.84411	11.431711
903	-6.33285	-11.391621
904	-3.3411028	4.2225456
905	-6.2062416	-12.259837
906	0.9323065	-1.0329176
907	-0.4522035	-1.0376765
908	2.0486743	5.567194
909	-0.5150256	-1.1384524
910	1.4646753	-0.61657155
911	-6.5760684	7.457737
912	6.328135	2.759004
913	1.090867	-1.8631948
914	2.4221685	-1.6248078
915	11.539866	7.704264
916	7.5143127	11.681128
917	1.5484939	-0.7417373
918	7.562806	11.43972
919	-2.4594574	3.2570643
920	5.632811	-2.685232
921	-2.53916	3.077275
922	-10.386483	0.9610973
923	6.5496106	2.5716937
924	2.7020512	-2.5004876
925	9.790207	2.1184747
926	-1.3636973	-14.2247305
927	6.323476	2.756122
928	1.5012571	-0.9311847
929	-7.5233054	7.1778255
930	7.6686773	11.246774
931	-3.0655406	3.0613432
932	0.19127417	-1.530915
933	-2.5750248	3.522476
934	1.3858533	-2.040837
935	8.159948	11.6456
936	-0.68136996	-1.3980268
937	-0.16150965	-1.1786422
938	2.0765386	-1.6935217
939	-5.7085795	-9.984273
940	1.5059114	-2.4005017
941	-10.910719	0.28394306
942	5.187612	6.4057083
943	0.6061219	-0.9144437
944	1.3973778	-2.8443358
945	1.099997	-2.1034348
946	13.824791	2.567395
947	1.0480595	-2.079797
948	4.882094	6.473347
949	-11.631935	0.056958362
950	1.470307	-1.9421922
951	0.22497147	-1.5897192
952	-6.2173176	-9.884566
953	0.7023177	-1.2571867
954	0.21627276	-1.2600574
955	1.5946801	-1.3094618
956	-6.868373	-10.539173
957	1.2117262	-2.268802
958	-6.843986	7.5560436
959	5.1641154	3.5533433
960	4.806091	6.3599534
961	0.19277912	-1.1946679
962	2.1261976	-2.4340396
963	-6.629009	7.207298
964	-2.677012	3.363799
965	1.5672756	-2.0846531
966	-10.55873	1.1374317
967	3.004618	-3.1151063
968	0.2180785	-0.65311545
969	6.405458	2.6853182
970	-10.257881	0.6721965
971	7.788628	12.685625
972	4.026743	-1.4189001
973	-0.5217187	10.029238
974	0.9579467	-1.2847339
