	z_coordinate_0	z_coordinate_1
2722	1.5879306	4.662655
2723	-11.559594	0.9162295
2724	-9.217757	0.5426973
2725	0.6066269	-0.2914132
2726	1.1998215	-1.4921762
2727	5.3159113	-2.340864
2728	0.4391051	-0.26677293
2729	4.5279984	2.5229483
2730	4.0615983	-1.8571874
2731	0.15857673	-0.581516
2732	1.2253834	-0.031598628
2733	-7.23585	-11.96779
2734	2.0701091	-0.7601953
2735	5.3215175	3.682868
2736	-3.041483	-17.079065
2737	0.9485226	-1.5563437
2738	4.4714313	6.466108
2739	-8.638662	-3.041735
2740	-2.3421166	3.9123344
2741	-0.18519895	-0.86684966
2742	1.0146879	-0.18384485
2743	1.9760299	-2.2396817
2744	2.0736785	-0.15552698
2745	-11.989662	-0.24278037
2746	0.6286032	0.2826071
2747	-2.1717029	3.5199556
2748	1.2413096	5.450054
2749	-4.4050536	-14.18082
2750	0.28762683	-0.21257658
2751	-0.17834406	-1.4402322
2752	0.4527861	-0.2703598
2753	1.7221298	-0.44142616
2754	-6.1519475	-11.133962
2755	8.233612	4.737562
2756	-10.662147	0.20884874
2757	-6.8705177	-10.586822
2758	0.52569383	-0.6910247
2759	1.0322696	3.815535
2760	2.60905	-0.8616407
2761	0.5626295	-0.8555968
2762	5.2786407	2.9174693
2763	-0.49448818	-0.76189435
2764	0.9201424	-0.12357031
2765	1.338679	-0.0033421814
2766	2.7031908	-0.31869817
2767	1.1997724	-0.52242917
2768	0.9750084	-0.93703634
2769	-0.54843354	-0.98323244
2770	-0.25402164	-7.459244
2771	0.6599186	-0.57606596
2772	10.139168	6.72635
2773	2.2826633	-7.5497227
2774	-11.625315	-0.25050133
2775	0.668312	-0.37367398
2776	0.59801936	-0.06267911
2777	-5.7033987	6.987481
2778	1.6676825	-1.2480936
2779	9.085362	-0.604185
2780	11.833613	7.6076427
2781	5.9757643	2.8389952
2782	-0.8114986	0.22641398
2783	-7.6856985	-12.664036
2784	0.28273544	10.768689
2785	3.5490322	-1.2539866
2786	11.781483	8.5418625
2787	2.9585602	4.6835747
2788	1.4790848	-0.7157418
2789	-7.3495426	6.812387
2790	2.116702	-0.31131727
2791	1.8330486	-1.2567378
2792	0.17631279	-0.17186148
2793	0.6566391	-0.32452297
2794	-9.935027	2.0944667
2795	4.9055543	6.455313
2796	4.4652033	6.183554
2797	-6.4534197	-10.863171
2798	2.8858628	12.937756
2799	11.581324	-7.420804
2800	0.044033162	-1.1254876
2801	2.0766485	-0.42599303
2802	-6.2318044	7.903164
2803	0.7156754	0.14390072
2804	0.2836499	-0.08426069
2805	1.1321919	-0.37295252
2806	4.9794607	6.2036114
2807	-2.2232106	2.4190595
2808	-11.040447	-0.025163606
2809	0.065189205	9.718516
2810	-7.037829	-11.363982
2811	0.39246613	-0.4660151
2812	0.25963408	-0.9060487
2813	-0.3316399	-0.010780394
2814	-2.768728	2.7133768
2815	1.9567581	-2.0131402
2816	7.1798735	12.2697935
2817	10.022837	6.5954113
2818	0.6849922	-0.21541475
2819	3.1731699	-1.1280408
2820	-6.8429365	7.8679047
2821	5.676565	2.7594886
2822	5.4607105	-2.8565257
2823	-9.762614	-2.636193
2824	0.517873	-0.8850797
2825	-9.444047	2.0000863
2826	-6.895327	9.110154
2827	2.3493683	-0.22935425
2828	-9.450172	3.0361514
2829	-10.288815	0.7929537
2830	11.602878	7.670894
2831	-10.384207	0.7507546
2832	-0.26236308	-0.99401015
2833	-0.17820938	-0.8443188
2834	11.7122755	7.4356675
2835	2.9229345	-0.52508074
2836	11.281392	7.585518
2837	-10.954866	-0.21732758
2838	0.10418878	9.679469
2839	0.06611275	-0.06599899
2840	1.5185388	-0.48091686
2841	0.10463019	-1.615218
2842	0.8860401	-0.1274026
2843	7.079166	12.45857
2844	6.907711	12.85672
2845	-0.35037148	-0.47101462
2846	1.8532465	-0.18686186
2847	-2.2274625	3.583724
2848	0.17027241	10.788207
2849	2.9698017	-1.97845
2850	-6.324664	6.836887
2851	-2.3813002	3.367923
2852	-9.606741	1.5525613
2853	-6.345898	-11.242552
2854	1.4108325	-0.9939614
2855	0.10352417	9.510341
2856	1.7574401	-0.18147777
2857	3.8521376	-0.6834601
2858	-0.8807069	-0.82198244
2859	-2.523335	3.5936484
2860	-0.060269415	10.034043
2861	5.983517	2.746799
2862	7.808586	-2.150456
2863	9.033801	11.31496
2864	-4.249157	0.7264752
2865	-6.7372637	6.744501
2866	2.7130322	-0.8401754
2867	-11.771013	0.008746386
2868	-2.2795486	2.9766147
2869	5.464152	2.5735424
2870	1.9417783	0.07990521
2871	-0.5562179	-0.80619526
2872	1.0085595	-0.445796
2873	2.3187032	-0.3648979
2874	-5.5611587	8.297452
2875	13.263398	2.5287347
2876	1.0767283	0.05367444
2877	7.0388846	11.02877
2878	7.0981526	12.788331
2879	-0.020982996	-0.44646597
2880	0.31105706	-0.0014012456
2881	2.4284623	1.3240149
2882	-1.0912831	-0.3871417
2883	0.72788244	-0.09915532
2884	5.965657	2.9578695
2885	5.737726	3.099395
2886	11.354218	7.857496
2887	1.0041097	-0.19647737
2888	-9.584992	0.34173062
2889	-2.106573	3.1336224
2890	-0.48912984	-0.41161406
2891	2.8551738	-0.6608532
2892	2.9479475	-0.7514582
2893	1.193284	-0.39464366
2894	6.111395	2.609051
2895	-1.8559898	2.5608065
2896	0.5082092	10.242797
2897	1.1882995	0.37326127
2898	0.5369837	10.590345
2899	-10.195903	0.44844544
2900	1.874232	-0.0788677
2901	-9.17912	1.6632881
2902	0.5961154	-0.2213204
2903	6.3957973	9.291699
2904	-1.7804086	3.4768395
2905	0.25053388	0.027469605
2906	-0.2166511	-0.35669988
2907	1.464245	-0.8643819
2908	-9.746286	1.7851288
2909	2.6791394	4.9619846
2910	-6.0766425	-12.320419
2911	1.0729983	-0.45084345
2912	7.7519426	6.5342755
2913	1.7837669	12.33162
2914	-6.4530888	-10.373002
2915	5.71258	2.5428925
2916	-1.9230202	2.7683988
2917	-6.602966	7.0635257
2918	-2.2743442	2.9670393
2919	2.499213	-0.19598208
2920	1.9178101	-0.26399362
2921	-1.956967	3.8852842
2922	2.3554518	-0.3988492
2923	3.7600298	-0.91334766
2924	-0.47857124	9.238248
2925	0.38040036	-0.21086524
2926	2.317776	-1.0811607
2927	1.3618631	-0.074688435
2928	2.6832101	13.795704
2929	1.6516234	-0.5905455
2930	0.7019147	0.6203793
2931	1.5443162	-1.0696869
2932	-6.9022884	-11.329385
2933	0.52498263	9.8514
2934	5.4897957	2.7080357
2935	2.4621084	-0.21061765
2936	1.1537822	0.2555128
2937	-5.9359136	7.584739
2938	4.7331796	2.183377
2939	-8.865006	-3.3143847
2940	0.2394526	-0.4815446
2941	1.3612458	-0.98641664
2942	-0.03700827	10.224521
2943	1.2986474	-0.1809646
2944	-0.20016532	-0.912481
2945	4.9993334	6.5305243
2946	3.6724896	-0.8136239
2947	0.74266934	-0.40853906
2948	1.1879946	10.029182
2949	1.2898245	-1.5683196
2950	11.732348	7.4641175
2951	2.435864	-0.42942858
2952	2.53189	-1.2852271
2953	-5.444779	7.29679
2954	0.4841233	10.210908
2955	2.025742	-0.10717572
2956	1.2276654	-0.29153347
2957	10.499378	-8.535793
2958	-8.80644	-11.556124
2959	-0.9416621	-0.58561045
2960	-5.879997	6.481518
2961	1.296476	-0.026438564
2962	7.141433	10.615512
2963	1.3047831	-0.41162294
2964	-10.035286	0.5034917
2965	2.6804254	13.781416
2966	-6.037085	5.9418597
2967	12.2747345	7.5989003
2968	5.906597	2.054372
2969	7.467912	12.6088
2970	-5.7406144	7.467433
2971	0.77668554	-0.75835735
2972	7.469017	11.023158
2973	1.8898942	-0.39266026
2974	-10.938513	2.3754015
2975	2.9447093	-0.35344088
2976	5.775556	3.0589323
2977	-10.055075	-0.52939504
2978	-9.016232	-3.2809243
2979	-2.3656147	3.1811569
2980	-2.6294463	2.6132033
2981	-6.755463	8.121075
2982	-10.809063	-0.13637452
2983	-0.111154005	10.640478
2984	3.662963	-1.5290338
2985	2.944251	-0.73393965
2986	4.576274	6.1985416
2987	-0.32494235	-0.43158466
2988	3.1223965	-1.4261699
2989	12.818942	3.0698836
2990	-8.592209	-2.9910269
2991	0.74152166	0.4348802
2992	0.5522891	-0.16371997
2993	0.45829862	0.04382766
2994	-10.584642	0.41644222
2995	5.87578	3.1950722
2996	4.315658	-0.94763726
2997	-10.910326	1.7276917
2998	3.2365954	-0.96018606
2999	2.0864086	12.249945
3000	0.017534353	-0.5529637
3001	0.31874055	-1.3402457
3002	-0.11409001	-0.27079737
3003	-7.433764	12.20549
3004	-6.275821	9.174038
3005	1.6007806	-0.31567413
3006	1.6975427	-0.14081237
3007	0.4025023	8.877476
3008	-7.9868283	-12.077492
3009	0.9501341	0.21449926
3010	0.21632493	0.032316722
3011	2.7054465	-1.3606626
3012	-7.003555	8.734781
3013	-6.4369335	7.061255
3014	1.6585339	5.1850595
3015	-6.4781656	9.469428
3016	0.94980294	-0.35335743
3017	1.0479153	0.12363738
3018	-0.8944224	-0.08740267
3019	1.6001457	-0.26547223
3020	8.939457	9.453942
3021	-9.760986	0.026868008
3022	2.6847265	-0.044537634
3023	7.2264233	11.811051
3024	-10.269014	1.4423122
3025	5.750873	2.7118657
3026	1.7626327	0.30620146
3027	-7.869275	-11.2172575
3028	6.444521	2.880141
3029	-10.235309	0.5844837
3030	11.768195	2.5864968
3031	-11.445038	1.5853004
3032	-6.565535	9.390929
3033	-7.079127	7.761263
3034	5.935375	2.6980236
3035	10.264042	6.4366736
3036	2.0426798	-0.14118685
3037	-9.975322	1.6836094
3038	4.706108	2.8205233
3039	2.1704843	-0.41446167
3040	3.13361	-0.9004293
3041	-10.861634	1.8305926
3042	-8.781115	-3.1471853
3043	0.41664344	-0.7923644
3044	1.8181887	4.996206
3045	2.9042962	-0.28192043
3046	5.956602	2.9690144
3047	0.69449157	-0.2772904
3048	-6.9339223	1.2098554
3049	7.66573	10.999736
3050	5.794691	3.1558986
3051	-10.562871	-0.1848932
3052	5.872011	8.505507
3053	0.6215545	0.100184835
3054	-5.6312256	-9.60198
3055	-2.6373646	2.9671404
3056	3.3528435	-3.480551
3057	2.5220397	-3.7835023
3058	-10.38598	0.5957832
3059	14.037248	-3.8744686
3060	-6.260299	-11.328578
3061	1.4917771	-3.585814
3062	4.632816	-4.60577
3063	2.3670003	-2.4565446
3064	-6.8350224	7.7492194
3065	2.606731	-3.0148196
3066	2.8194573	-3.1256948
3067	1.7749352	-2.7125275
3068	5.889277	2.1091702
3069	4.8548074	6.5321364
3070	1.3519813	7.4202995
3071	6.0226364	4.3196964
3072	-1.2397116	6.1599126
3073	-9.225765	-3.4037874
3074	2.8361754	-3.145448
3075	2.4411678	-3.1664867
3076	2.2979326	-3.2312877
3077	1.025187	-3.1136103
3078	1.7531514	-3.1328695
3079	-7.270171	7.7581067
3080	15.46268	2.485235
3081	-4.1779647	4.9985414
3082	5.359749	1.8033764
3083	-2.6651468	-9.999681
3084	-1.5702833	-14.69412
3085	2.5272076	-3.7825286
3086	-2.6656592	3.6260693
3087	-6.757278	7.5638494
3088	-7.4381866	8.370753
3089	-9.836411	0.4179548
3090	6.075723	9.7022505
3091	-6.893494	7.818365
3092	-1.6870196	11.976064
3093	13.497193	1.1084963
3094	2.0385044	-3.0199728
3095	8.050129	12.354661
3096	-6.1481595	7.3568625
3097	-7.1791263	7.994705
3098	-9.037746	-3.307703
3099	2.046834	-2.6866946
3100	8.32481	12.061837
3101	-11.1608715	0.6243465
3102	-10.76543	0.3858434
3103	1.36159	-3.503955
3104	-9.299464	0.12172769
3105	-6.5646186	-11.263807
3106	2.257977	-2.3817005
3107	5.843095	3.2995777
3108	4.8806496	11.865744
3109	-8.06085	0.8662914
3110	2.1792727	-3.4139638
3111	1.461055	-2.9585035
3112	1.3356702	11.610993
3113	-2.471487	3.1330328
3114	-7.3560123	7.9886026
3115	13.878824	2.6036649
3116	-6.552696	-11.374527
3117	2.0148044	-2.2856276
3118	-10.760761	0.47531438
3119	8.096688	1.5142173
3120	1.5022775	-2.9008524
3121	1.5276554	-2.4078548
3122	1.18897	-2.9055629
3123	1.7699864	-2.3889828
3124	13.712188	2.6087754
3125	2.697778	-2.5080502
3126	-6.0229235	-11.998085
3127	-11.072841	0.83396703
3128	-11.279686	0.837108
3129	-6.3765635	-11.630165
3130	1.5271063	-3.0012975
3131	-7.3280625	7.857797
3132	1.3378476	-3.1753333
3133	-7.1616483	7.7478676
3134	-6.3048005	-11.533202
3135	3.4409783	-3.3725362
3136	13.995403	2.7071507
3137	-7.0056653	7.6167088
3138	2.3909676	-2.946163
3139	-6.9696426	7.7372293
3140	1.1878631	-2.6684852
3141	-8.795287	-3.0367546
3142	2.6325583	-3.1105022
3143	-9.19794	-3.4776335
3144	-6.923187	7.7010813
3145	-11.102873	0.7819873
3146	-7.2107687	8.3849325
3147	1.9393183	-2.6576498
3148	2.1615033	-2.4585903
3149	-6.0760927	-11.575462
3150	1.8554509	-2.6575103
3151	0.7775566	-1.8030509
3152	1.7632681	-2.5299017
3153	1.4856429	-2.60685
3154	4.981214	6.487077
3155	2.6163135	-2.799824
3156	11.61462	8.301449
3157	-7.1576815	8.023193
3158	1.8545377	-2.5729828
3159	3.0296469	-2.7462451
3160	2.4733837	-3.0425763
3161	8.723023	-2.7543375
3162	-1.7316533	-15.0049715
3163	1.9003555	-2.9101076
3164	-6.079491	-11.072812
3165	-7.0060706	7.659735
3166	1.3886156	-2.7962341
3167	1.999721	-3.3347116
3168	1.3117386	-2.7775905
3169	-6.8401785	6.9668703
3170	1.7159504	-2.9304795
3171	0.71684945	-2.498226
3172	6.641905	2.5583632
3173	2.5758622	-2.8940897
3174	-6.4323397	-11.627922
3175	2.2416775	-3.229577
3176	-1.5456327	-15.181969
3177	6.4428844	2.676993
3178	-2.622139	2.812566
3179	1.1413808	-2.355987
3180	2.3678086	-3.1368322
3181	-11.381896	0.89820945
3182	1.7385641	-2.7442033
3183	-10.907125	0.42847025
3184	2.1840243	-2.6091237
3185	1.8191869	-2.7248347
3186	1.3086101	-3.0735373
3187	1.1470693	-3.136217
3188	1.4155958	-3.178149
3189	1.7797269	-2.4750395
3190	-10.982064	0.30824965
3191	-2.8767216	3.73388
3192	-5.878328	-12.040269
3193	13.659128	2.9843311
3194	-10.887117	0.68203175
3195	1.404702	-2.2788064
3196	10.602574	-6.8015966
3197	-6.5996413	-10.977447
3198	6.5779815	2.902361
3199	1.7338169	-3.0291314
3200	-10.694932	1.1558052
3201	2.7905002	-2.7783716
3202	-11.056346	0.31820607
3203	-6.8489532	7.8133307
3204	1.8596072	-3.1130838
3205	14.247493	2.7788699
3206	1.6865443	-3.1076007
3207	15.418458	-4.342388
3208	6.3805413	2.5000086
3209	2.1331468	-2.5475974
3210	6.250279	2.5521092
3211	1.0524919	-2.4240723
3212	1.7186826	-2.4589431
3213	1.9752965	-2.2942069
3214	1.7653306	-2.8245795
3215	-7.056539	7.6825547
3216	-6.738804	7.3207626
3217	16.400469	-6.3293066
3218	1.2336879	-2.7141116
3219	-6.244896	-11.416925
3220	5.136278	6.3765135
3221	0.8638331	-1.9092399
3222	-6.136735	-12.220641
3223	5.6065826	1.8631238
3224	1.6457025	-2.2955668
3225	6.4001393	2.544988
3226	-7.2696486	8.283592
3227	-6.98105	7.789095
3228	-10.763952	0.58802235
3229	6.260502	2.4596312
3230	1.0931178	-3.3978128
3231	3.9803293	-3.544579
3232	1.9427197	-2.8542247
3233	0.42657417	-2.4888763
3234	1.9958994	-2.970661
3235	2.0411282	-2.3971138
3236	2.1620982	-2.6813533
3237	2.6406581	-3.0315595
3238	4.9001927	-3.9416912
3239	-6.172602	-11.065499
3240	1.714687	-2.7976358
3241	-10.704948	0.32167333
3242	1.9108872	-2.5696673
3243	-4.4858394	0.8249254
3244	1.903274	-2.4241886
3245	-5.9658246	-11.057372
3246	-2.6026726	3.3512764
3247	2.0063868	-2.88837
3248	2.2009878	-2.7292538
3249	-7.116493	8.111129
3250	13.695786	2.7776294
3251	2.2681139	-2.251678
3252	-10.697397	0.69652313
3253	1.3292874	-2.353026
3254	2.0852606	-2.4509258
3255	-7.9643073	-12.373204
3256	14.201678	2.9081237
3257	14.153582	2.4817328
3258	-7.708642	7.5684533
3259	1.1441306	-1.8927506
3260	-6.508276	-11.387981
3261	1.4838647	-2.635183
3262	2.4890447	-2.2951603
3263	1.5521111	-2.3041162
3264	1.3624725	-3.1925554
3265	0.30814022	-1.9508187
3266	-9.322524	-3.5779994
3267	2.3538573	-2.4779024
3268	-10.903996	0.38321972
3269	-7.0299354	7.553244
3270	-7.074059	7.883082
3271	-6.9612255	7.90184
3272	1.3041413	-2.2317615
3273	-6.5421996	6.206904
3274	1.8794855	-3.1281755
3275	1.60265	-2.102373
3276	2.0637147	-3.0988283
3277	-6.810207	7.654105
3278	2.4923584	-2.4827025
3279	-7.0445423	7.3214593
3280	5.59093	-4.7791934
3281	-11.097869	0.40911597
3282	-0.095980704	10.049346
3283	1.1181437	-2.1819081
3284	-6.6941886	-11.725292
3285	-4.6090426	0.7830168
3286	2.268883	-2.2691746
3287	-7.198113	8.402161
3288	-7.0800686	6.91885
3289	-2.6393354	3.1310182
3290	-5.9018817	-12.113343
3291	-6.9366317	7.670148
3292	1.2152548	-2.6887238
3293	1.54999	-2.2097366
3294	2.7689326	-2.6574903
3295	7.4403763	1.1428704
3296	2.4346228	-2.747687
3297	-0.43337554	8.903062
3298	1.2111993	-3.0784283
3299	-6.7771344	-11.175469
3300	2.1255825	-2.0919347
3301	1.7752624	-2.2824621
3302	1.0975618	-2.461708
3303	1.9264492	-2.8430243
3304	5.5352116	1.6251836
3305	0.85044503	-1.6318034
3306	1.8741164	5.5874667
3307	-1.5890257	-14.349456
3308	0.46091533	-2.175948
3309	5.4559436	-3.3411725
3310	-6.655348	7.138588
3311	1.7848792	-2.1343782
3312	2.2266955	-1.9192218
3313	1.4398708	-2.228978
3314	-6.2887444	7.3036
3315	-10.880842	0.225155
3316	1.558806	-1.9936813
3317	0.023447469	10.081358
3318	-7.042456	7.7487717
3319	0.47029537	-3.077771
3320	1.6389021	-2.439705
3321	0.3690264	10.19655
3322	-7.1790633	7.845503
3323	1.8066018	-2.0929625
3324	-10.890713	0.48168963
3325	6.2843347	2.6268826
3326	1.1506689	-2.6682937
3327	13.979199	2.7950773
3328	-6.6559477	-11.732445
3329	-10.906769	0.36175722
3330	1.7130803	-2.323744
3331	-10.666871	0.6082613
3332	-2.5430956	3.624764
3333	1.2828867	-2.9269447
3334	3.9996521	-2.9196408
3335	1.8980612	-2.5814915
3336	-5.872008	-10.830085
3337	1.7170713	-2.796235
3338	1.6419073	-2.2736456
3339	-7.0124264	-11.7564
3340	1.0052068	-3.4475818
3341	1.5717503	-2.293631
3342	6.40762	2.6398098
3343	1.1007954	-2.4603238
3344	6.222038	2.397366
3345	11.884115	8.293542
3346	11.101506	-2.7293074
3347	-5.360255	-13.007661
3348	-6.9594083	-11.129018
3349	-6.706686	7.6193514
3350	-2.4982748	3.3242788
3351	-5.1299973	-10.037821
3352	1.2791258	-2.1449444
3353	1.245938	-1.7503568
3354	2.6146963	-3.2638795
3355	-7.209962	7.8070264
3356	1.2038245	-2.1821022
3357	-7.3563337	-10.424954
3358	2.2864523	-2.9491978
3359	2.193747	-2.562931
3360	3.0688229	8.100368
3361	3.5116417	-3.303103
3362	5.2301683	-3.445767
3363	-11.146496	0.8180202
3364	2.0832174	-2.6804326
3365	1.0959373	-2.563632
3366	-6.5017037	-10.960387
3367	8.263671	11.869911
3368	-7.051165	7.4587107
3369	-10.863882	0.64108175
3370	-6.078714	-11.189917
3371	0.45625818	-2.3294435
3372	1.4736118	-2.3651116
3373	0.97664475	-2.2311406
3374	6.4260416	2.5329766
3375	6.9246044	3.1190016
3376	6.3585267	2.5846586
3377	2.9275491	12.091403
3378	-2.3550622	3.4797866
3379	-6.9063783	7.972116
3380	-2.978175	-8.09163
3381	0.97506857	-2.2072651
3382	2.728941	-2.4800012
3383	0.69068575	-2.2378824
3384	0.8886805	-2.7759206
3385	5.488358	2.8114564
3386	-6.798305	7.7031875
3387	4.1862173	1.7125427
3388	-2.4772384	3.0788097
3389	1.7668194	-2.9647784
3390	-6.2109256	-11.129799
3391	1.3602332	-2.7595632
3392	-8.87737	-2.9937127
3393	1.4231253	-2.4958093
3394	1.2148949	-2.3160312
3395	-2.5330002	3.2659667
3396	-11.294961	0.2057907
3397	-0.11150508	10.537835
3398	1.6685063	-1.7167737
3399	6.3173585	2.7579126
3400	-6.8727784	-11.387838
3401	1.6161116	-2.2689345
3402	1.5373727	-2.0416431
3403	1.3463082	-2.5959232
3404	-10.087273	0.52266914
3405	0.8305962	-3.2091837
3406	0.7060636	-2.5297644
3407	-7.0007854	7.6949883
3408	-2.6076975	3.307487
3409	1.0872984	5.7549973
3410	1.1667811	-1.8351212
3411	1.1580244	-1.7809556
3412	1.1117711	-2.2198613
3413	1.3578051	-2.2405605
3414	-8.833646	-3.1219318
3415	-6.7696104	-11.067087
3416	1.5332556	-2.7858872
3417	-0.57222605	-2.4527218
3418	1.7504047	-2.1038065
3419	-5.798218	-11.592868
3420	1.7495126	-2.2499454
3421	0.69432014	-1.9511389
3422	2.051472	-2.1702788
3423	-9.096409	0.078422986
3424	1.3995069	-2.6891341
3425	2.2183385	-2.3229232
3426	-7.067011	7.6109
3427	3.7339697	-2.0492961
3428	3.2450788	-3.3571098
3429	5.6940126	2.3584127
3430	5.081455	6.4994926
3431	0.9996826	-2.5949566
3432	-7.2386174	-11.209839
3433	-5.756696	10.718536
3434	1.105834	-2.7904837
3435	1.9021621	-2.615088
3436	-6.6987095	-11.636014
3437	1.7725853	-2.5806746
3438	0.2948355	-1.9177772
3439	-6.9245534	7.7370515
3440	-10.895064	0.35567126
3441	-7.3315115	8.086481
3442	14.038713	2.6607573
3443	2.2111878	-2.1657476
3444	-10.990329	0.47499186
3445	1.8022486	-2.8833055
3446	-6.8647447	-11.429245
3447	1.3571965	-2.0176194
3448	6.6218677	2.4745777
3449	-11.407958	1.5911474
3450	2.2200608	-1.9991568
3451	-2.5571837	3.440622
3452	2.1327577	-3.132307
3453	0.9296912	-2.8394372
3454	-6.17706	-11.021642
3455	-6.9057493	7.643254
3456	6.2533965	2.1865246
3457	-11.087505	0.7072697
3458	-6.580043	-11.607183
3459	12.54786	8.98378
3460	2.3323581	-1.4778466
3461	0.58787876	-1.6287451
3462	-6.8590126	-10.932712
3463	-6.9145303	-10.934498
3464	-5.8359704	-11.7031975
3465	-6.2370358	-11.869779
3466	1.5541173	-2.702396
3467	0.013347879	10.132727
3468	2.3039386	-2.0694191
3469	1.4900271	-2.3684814
3470	1.2794453	-2.5212471
3471	6.4013352	2.526514
3472	2.1700163	-1.7348479
3473	-10.888434	0.45254678
3474	-6.3856907	-13.094607
3475	-6.40716	-10.889876
3476	6.6812	2.833686
3477	7.8175554	11.928454
3478	-7.578812	12.280959
3479	1.6861758	-2.4675424
3480	0.8634212	-2.3995752
3481	-10.564826	0.46125382
3482	-6.874993	-10.914318
3483	7.963974	11.443507
3484	2.901522	-1.1931335
3485	1.5049108	-2.25864
3486	-4.923377	-12.278244
3487	-0.61584705	1.3197613
3488	6.47426	2.5926807
3489	4.377775	-3.126143
3490	6.482986	2.6518638
3491	-6.5722346	-11.572368
3492	2.0510488	-2.555852
3493	1.5423852	-1.8316962
3494	-3.737036	6.143057
3495	-4.6852326	-9.273842
3496	1.1084795	-2.8321402
3497	-1.6538041	3.2414098
3498	2.056439	-2.425352
3499	1.6092734	-1.9821626
3500	-7.146009	8.022772
3501	-6.681052	9.048486
3502	-10.044343	-0.4994306
3503	1.9151293	-2.1475942
3504	4.983395	6.7555137
3505	-6.681504	7.111374
3506	1.9048032	-3.3461127
3507	0.529267	-2.070768
3508	0.80818784	-2.4381893
3509	2.4261184	-2.782163
3510	1.0067241	-2.7872064
3511	6.6050897	2.669221
3512	1.972949	-3.159082
3513	-6.905669	8.141341
3514	2.2302413	-1.8598179
3515	1.2394277	-2.8715246
3516	-7.838923	-2.204441
3517	1.4750233	-2.0623345
3518	-6.4751525	-11.350702
3519	1.9178623	-2.412988
3520	1.7632054	-1.6887939
3521	0.7685093	-2.0325935
3522	2.323554	-2.4792736
3523	-0.013616145	-2.3692532
3524	-3.2150881	-13.545636
3525	1.828188	-2.1947715
3526	-0.058741227	-3.3977506
3527	3.416389	-2.7528417
3528	2.192124	-1.9573728
3529	2.2915094	-2.4469063
3530	0.31637588	-2.2339184
3531	5.9718704	-3.9180725
3532	1.0432786	-2.464643
3533	6.1897254	2.52803
3534	1.5761788	-3.2588477
3535	1.227869	-2.0398676
3536	2.0871313	-1.9585086
3537	-7.2067394	7.7659883
3538	0.8731107	-2.0386407
3539	1.123458	-2.0094538
3540	14.02329	2.7411695
3541	2.3868706	-2.240611
3542	2.3204305	-3.008203
3543	0.39950812	-1.9696547
3544	-10.478204	0.29730064
3545	1.687457	-2.0369503
3546	-9.025662	-2.9496274
3547	-7.0712266	7.316536
3548	-7.012522	7.723623
3549	3.0108867	-3.0960507
3550	-7.1306024	6.6952887
3551	6.414054	2.5959344
3552	0.8005918	-2.2149208
3553	-6.7774515	7.747154
3554	-7.1016493	7.5706077
3555	-8.370639	12.5966215
3556	1.9284486	-2.2945902
3557	1.644728	-2.0448995
3558	2.942364	-2.7496493
3559	1.5322793	-2.324979
3560	0.8108258	-2.2277615
3561	1.153122	-2.2495754
3562	2.0995193	-2.0739262
3563	0.57314306	-2.3435528
3564	1.1692928	-2.2522886
3565	0.3450028	-2.462329
3566	1.538177	-2.554102
3567	1.8396738	-2.2296946
3568	0.44911784	-2.7612126
3569	-2.35903	3.205827
3570	1.1734173	-2.8529534
3571	1.3090891	-2.7815151
3572	1.7672554	5.5023556
3573	-12.163744	0.18859245
3574	1.7591512	-1.7700539
3575	-11.220993	0.21346536
3576	1.8256364	-2.460142
3577	-6.8554597	-11.136753
3578	-5.313277	-9.160025
3579	2.1390169	-2.5419457
3580	-7.0547104	7.7248755
3581	11.147975	7.6444254
3582	-6.4117937	-12.481346
3583	-7.144673	7.5966988
3584	-5.6354613	-12.481327
3585	-8.983077	-3.3566153
3586	7.9689875	12.219583
3587	2.0605226	-2.1563487
3588	11.210063	7.811418
3589	2.2297485	-2.3858142
3590	-2.756279	2.680452
3591	0.67674404	-3.2330172
3592	-9.041574	-3.425541
3593	2.7843997	-2.3111584
3594	-10.101979	1.0865633
3595	6.306271	2.5254889
3596	1.5710738	-2.716833
3597	0.68591344	-2.6168199
3598	2.3818047	-1.6659566
3599	7.8103147	11.8813
3600	-7.0613337	8.282768
3601	1.0108792	-2.8356352
3602	0.6225967	-1.6973745
3603	5.4752326	-3.926492
3604	1.8560417	-2.3309927
3605	1.3827335	-2.5751066
3606	1.8330054	-2.3217945
3607	4.197795	-3.2238698
3608	1.6543245	-3.2087326
3609	4.430604	0.75560606
3610	1.632417	-2.3797631
3611	2.3410492	-2.3156605
3612	6.580001	3.064966
3613	0.7833909	-2.3511987
3614	-0.117405176	9.634359
3615	1.6969454	-2.2887688
3616	1.5737679	-2.0738795
3617	2.5951512	-2.242419
3618	0.11236963	9.923552
3619	2.0627978	-2.127646
3620	1.532363	-2.5101779
3621	1.6946388	-2.3220162
3622	2.0186636	-2.3162804
3623	-5.927048	-11.717219
3624	1.3563356	-1.8598822
3625	1.408813	-2.137353
3626	0.58146703	-2.2676003
3627	6.582277	2.7878933
3628	0.5770605	-2.4123743
3629	2.3155425	-2.0769253
3630	1.0889384	-2.3448405
3631	1.7736344	-3.041063
3632	5.0472765	6.6189513
3633	0.98355925	-1.991197
3634	-2.538093	3.0636747
3635	2.5986156	-2.2170775
3636	-0.47178137	9.869737
3637	-6.905124	7.7543035
