	elbo	tsne_cost
0	-66.6474609375	6.013652324676514
1	-38.291221618652344	12.302074432373047
2	-23.23554801940918	18.507675170898438
3	-20.855958938598633	24.664596557617188
4	-18.66915512084961	30.639707565307617
5	-16.740140914916992	36.8885612487793
6	-18.964950561523438	42.87687683105469
7	-17.04777717590332	48.88422775268555
8	-14.073482513427734	54.880592346191406
9	-13.383466720581055	60.45228576660156
10	-11.24936580657959	66.36417388916016
11	-11.265256881713867	71.66644287109375
12	-13.258136749267578	76.40978240966797
13	-13.253212928771973	74.6777114868164
14	-10.762060165405273	73.60762786865234
15	-12.273183822631836	72.31903839111328
16	-9.317425727844238	72.41613006591797
17	-14.507048606872559	71.36407470703125
18	-13.012664794921875	71.57152557373047
19	-15.871673583984375	71.10908508300781
20	-17.18326187133789	70.24404907226562
21	-16.53899574279785	70.53973388671875
22	-12.34231185913086	70.84296417236328
23	-13.381721496582031	70.47590637207031
24	-12.882233619689941	70.28626251220703
25	-13.183853149414062	70.05341339111328
26	-12.048474311828613	68.70648193359375
27	-11.087663650512695	68.12677001953125
28	-8.649304389953613	68.84163665771484
29	-8.448291778564453	70.0356674194336
30	-9.627798080444336	68.20281219482422
31	-8.778984069824219	66.65374755859375
32	-14.12121295928955	65.83222961425781
33	-12.335346221923828	65.34065246582031
34	-13.134308815002441	64.72835540771484
35	-13.497035026550293	64.40746307373047
36	-10.38454818725586	64.23908996582031
37	-10.00430679321289	64.29013061523438
38	-6.394361972808838	64.71275329589844
39	-8.89571762084961	64.0196304321289
40	-8.80709457397461	63.6877326965332
41	-6.731632232666016	64.33612060546875
42	-5.378686904907227	63.591949462890625
43	-5.010171413421631	64.9000015258789
44	-6.113349914550781	63.656002044677734
45	-5.77657413482666	63.432395935058594
46	-4.818207263946533	63.71905517578125
47	-5.957353591918945	63.491844177246094
48	-4.298892021179199	63.902061462402344
49	-4.188876628875732	64.2717514038086
50	-4.307248592376709	62.317867279052734
51	-4.955330848693848	62.17859649658203
52	-4.034040451049805	62.966983795166016
53	-3.262423515319824	62.277015686035156
54	-1.5582189559936523	62.63340377807617
55	-2.8658223152160645	62.05540466308594
56	-5.011148452758789	61.53171157836914
57	-3.780195713043213	60.95579147338867
58	-1.7756149768829346	61.039024353027344
